p_val	avg_logFC	pct.1	pct.2	p_val_adj
Ccr5	2.65299332475891e-150	1.00753936442079	0.399	0.031	3.55792934783417e-146
Ctsc	3.21337854554339e-150	1.5227990691994	0.827	0.364	4.30946196742825e-146
Alox5ap	3.12777770660718e-147	1.21819022856094	0.493	0.062	4.19466268233088e-143
Fcrls	3.77373462429331e-147	1.30368302198701	0.277	0.006	5.06095550463976e-143
Nlrp3	1.43512639124904e-146	0.47154232842479	0.565	0.082	1.92464800330408e-142
Pf4	2.28559703883082e-146	1.7376402896665	0.277	0.006	3.06521418877602e-142
S100a6	3.01231249711194e-145	-2.46262404551379	0.279	0.842	4.03981228987683e-141
Cst3	1.0467153401339e-141	1.22049299735725	0.949	0.708	1.40374994265357e-137
Ifi30	2.04020663226576e-141	1.50420357447325	0.753	0.264	2.73612111453162e-137
Lyn	5.30245411928353e-141	1.23133728018461	0.595	0.127	7.11112121937115e-137
Eepd1	4.00503803310929e-140	1.0143021062091	0.386	0.036	5.37115650620287e-136
Fermt3	3.49957323935375e-138	1.09878921204824	0.439	0.052	4.69327767129732e-134
Arl4c	5.53597376440752e-136	1.390498480451	0.827	0.375	7.42429441544692e-132
Pirb	1.1615346859654e-135	0.975911427388508	0.296	0.013	1.5577341673482e-131
Grn	7.74570202637778e-135	1.42320151240612	0.868	0.539	1.03877609875752e-130
Gusb	7.05753336207807e-134	1.47071680105132	0.648	0.193	9.4648579918829e-130
Hcls1	3.78710536562893e-133	0.891938730830371	0.516	0.077	5.07888700584496e-129
Hck	1.69168981438545e-132	0.851122977310969	0.305	0.016	2.26872521007232e-128
Nckap1l	8.40234822541926e-132	0.919183799193795	0.45	0.057	1.12683892051098e-127
Slfn2	2.42498017332659e-129	1.17742709380009	0.62	0.151	3.25214091044829e-125
Sdcbp	4.25928921116426e-129	1.21813469040858	0.898	0.63	5.71213276109239e-125
Mgl2	1.05887293279969e-126	1.01790782241867	0.343	0.028	1.42005449017767e-122
Itgam	4.80075679586541e-126	0.910279966702876	0.362	0.033	6.4382949389351e-122
Tmem189	4.78173111073944e-125	1.14277473182491	0.55	0.124	6.41277959261266e-121
Id2	8.75032549547213e-125	1.32140313226928	0.834	0.381	1.17350615219777e-120
Lcp1	1.85742765435026e-123	0.97773036259842	0.746	0.223	2.49099622724914e-119
Cyth4	3.32324478275838e-123	0.97698020599186	0.403	0.048	4.45680357815726e-119
Cxcl2	1.51939906957162e-121	0.829968393096259	0.889	0.548	2.0376660922025e-117
Lamp1	3.97864829860589e-120	1.16533412573323	0.898	0.646	5.33576523326035e-116
Tbxas1	1.62049193750073e-117	0.789652532548417	0.256	0.011	2.17324173738223e-113
Entpd1	6.948696689083e-116	0.881548546760508	0.39	0.049	9.31889712972921e-112
Rab3il1	5.58214383715083e-115	0.979032825261909	0.32	0.029	7.48621310000298e-111
Vcam1	1.51957089579408e-114	1.53972362845445	0.365	0.045	2.03789652834944e-110
Nrros	6.86079518297178e-114	0.913191552197416	0.337	0.033	9.20101241988345e-110
Igsf6	4.87337561274439e-113	0.760836537832649	0.284	0.018	6.5356840342515e-109
Rcbtb2	6.03528072073134e-113	1.14160866265426	0.394	0.059	8.0939149745728e-109
Prkcb	1.82759450153306e-112	0.844607446334615	0.365	0.041	2.45098698600598e-108
Gpr137b.ps	2.8365279273867e-112	1.01910506968797	0.409	0.062	3.8040676034183e-108
Cd84	4.40718779990332e-112	0.747790388268306	0.256	0.013	5.91047955845034e-108
Ptprc	4.74377962300811e-112	0.791418321148863	0.527	0.099	6.36188285241617e-108
Gm6377	8.71454559372979e-112	0.927733675793196	0.296	0.023	1.1687077095751e-107
Il1b	1.8525514319351e-111	0.834389870615194	0.655	0.176	2.48445672536817e-107
Stab1	9.25524715029474e-110	1.19104435834483	0.433	0.075	1.24122119532603e-105
Cndp2	1.88263765883266e-109	1.26271456976773	0.729	0.321	2.52480536426048e-105
Hexa	4.86647547753378e-109	1.21720238387251	0.719	0.296	6.52643026292056e-105
Tm6sf1	1.87818130561466e-108	0.798914338015674	0.316	0.029	2.51882894895983e-104
Atp6v1a	3.56410216779758e-108	1.28829171021278	0.765	0.408	4.77981741723333e-104
Inpp5d	4.13910656371332e-108	0.817838055096248	0.384	0.051	5.55095581259593e-104
Rac2	1.05705107995731e-107	0.718296544337891	0.544	0.104	1.41761120333075e-103
H2.D1	7.37757678480051e-106	0.748298070171551	0.987	0.893	9.89406822609596e-102
Npc2	1.0666303410606e-105	0.982923062630093	0.913	0.675	1.43045795039637e-101
Irf8	1.14440515208041e-104	0.846663281920006	0.386	0.053	1.53476174945504e-100
X4632428N05Rik	1.53583156703004e-101	0.99062615618659	0.386	0.06	2.05970371454399e-97
Cd52	5.36920959445665e-101	0.641750523894082	0.565	0.118	7.20064698712582e-97
Sparc	9.5801180241048e-101	-3.13565035953324	0.09	0.643	1.28478962821269e-96
Tcirg1	4.37406323772558e-100	1.14382297276145	0.65	0.234	5.86605620811377e-96
Slc7a8	4.38197587208762e-100	1.02430301014771	0.386	0.063	5.8766678420567e-96
Ccrl2	6.81723556759942e-100	0.31212693958371	0.461	0.086	9.14259461970758e-96
Arhgdib	1.08628696318977e-99	0.945901137670095	0.657	0.212	1.4568194463338e-95
Serpinh1	3.81671283048246e-99	-2.26259689556442	0.038	0.601	5.11859357696003e-95
Cd274	1.36993671903823e-97	0.690918072133811	0.443	0.082	1.83722213390218e-93
Apobec1	1.67835853929581e-97	0.867657630050118	0.277	0.025	2.25084663704961e-93
Myo1f	2.18477452203243e-97	0.70553677337289	0.279	0.025	2.93000111149769e-93
Ctsh	1.17867891740072e-96	1.24789687454865	0.687	0.305	1.5807262961261e-92
Mmp12	2.58178439136687e-96	1.67372949969088	0.482	0.111	3.46243104726211e-92
Cd300lf	6.9007979141658e-95	0.60448801096866	0.316	0.035	9.25466008268776e-91
Lat2	1.95554840987168e-94	0.959485573951314	0.39	0.07	2.62258597247891e-90
Igfbp7	2.93339437738609e-94	-2.89527632241085	0.072	0.608	3.93397519951249e-90
Bcl2a1b	3.53342488680997e-94	0.623837436839535	0.426	0.073	4.73867611570085e-90
Gpr35	7.31336393258804e-94	0.780861205054158	0.275	0.026	9.80795236999382e-90
Kctd12	8.68961496716894e-94	1.10368733789165	0.631	0.213	1.16536426324703e-89
Cxcl16	1.03150535688609e-92	1.24208440471545	0.733	0.396	1.38335183411994e-88
Rbp1	8.15247078959451e-92	-1.93753379784648	0.081	0.604	1.09332785759252e-87
Rnf149	8.78290318837213e-90	0.855900963785403	0.836	0.483	1.17787514659259e-85
Nampt	1.0149083668895e-89	1.16065480576965	0.597	0.218	1.36109361083551e-85
Fbln2	1.73137020248718e-89	-2.18166378217889	0.034	0.564	2.32194057855556e-85
Tmsb4x	7.51074486263778e-89	0.597728496346115	0.987	0.931	1.00726599352835e-84
Anxa2	2.61030889745572e-87	-1.29989240073736	0.392	0.799	3.50068526237786e-83
Bmp1	4.24236101297898e-87	-1.72632543672866	0.049	0.574	5.68943035450611e-83
Rgl1	8.33775727175416e-85	0.987976512051617	0.337	0.057	1.11817662771495e-80
Tnfrsf12a	8.92033253453131e-85	-1.36290918403311	0.294	0.72	1.19630579620599e-80
Tmsb10	9.73634229097468e-85	-1.2065669184182	0.154	0.656	1.30574086464261e-80
Tnfrsf1b	2.04366898244718e-84	0.850329806471646	0.62	0.219	2.74076447235991e-80
Cenpa	2.63447851982517e-84	0.958890485441027	0.478	0.122	3.53309914293754e-80
Zeb2	1.61312240494077e-83	1.0819540259377	0.539	0.179	2.16335845726606e-79
Nedd4	8.26767452566059e-83	-1.34524011528065	0.036	0.542	1.10877783063634e-78
Fgfr1	1.07268864693179e-82	-1.54307998693655	0.092	0.608	1.43858274440023e-78
Cytip	1.15716427121487e-82	0.736356715758883	0.518	0.126	1.55187300412626e-78
Zfp36	3.82388553100041e-81	1.10224896448455	0.838	0.582	5.12821288562465e-77
Pla2g15	4.0395667809047e-81	0.994660203179173	0.39	0.088	5.4174630098713e-77
Cnn3	4.04814008829592e-80	-1.27959972862881	0.036	0.537	5.42896067241365e-76
Efhd2	4.4380571704242e-80	0.889097939510334	0.829	0.48	5.95187847125589e-76
Flnb	2.71962529633846e-79	-1.34801323199063	0.087	0.586	3.64728948491951e-75
Gpr137b	5.42095713423144e-79	0.861764230121046	0.345	0.065	7.27004561271779e-75
Runx3	1.17927532028573e-78	0.781329999391582	0.362	0.066	1.58152613203519e-74
Irf5	2.52200114807398e-78	0.927562219811306	0.39	0.081	3.38225573968202e-74
B4galt5	2.92352116858557e-77	0.966181975158023	0.699	0.321	3.92073423919011e-73
Dhrs3	4.43020551141961e-77	1.01016333519412	0.527	0.182	5.94134861136484e-73
Cd53	2.14986689572683e-76	0.511628781683266	0.678	0.238	2.88318649385925e-72
Tgm2	5.7516356492786e-75	0.900511722343566	0.652	0.288	7.71351856924753e-71
Cald1	4.63581885444744e-74	-1.39703065909586	0.034	0.507	6.21709666569946e-70
Socs3	1.37893237427495e-73	1.10015082961923	0.753	0.448	1.84928620714014e-69
Rgs10	1.78972833505645e-73	0.8776579780597	0.463	0.132	2.4002046701442e-69
Sdc1	3.34689555440602e-73	-1.48813576250849	0.107	0.577	4.48852162801391e-69
Sla	1.19112728790948e-72	0.563708509526503	0.286	0.041	1.59742080581541e-68
Tnc	1.57054982104676e-72	-2.34371489707385	0.038	0.503	2.10626436500581e-68
Aebp1	1.89200487754841e-72	-1.92336034611561	0.023	0.486	2.53736774128018e-68
Mfsd1	2.85905157672073e-72	1.05571890002152	0.544	0.217	3.83427406954017e-68
Plekho1	6.52321573456515e-72	0.937646866865774	0.403	0.106	8.74828462162532e-68
Rnf130	9.47761210509621e-72	0.999836025045228	0.533	0.207	1.27104255941445e-67
Ccl4	2.29670610403139e-71	0.461874140301819	0.322	0.056	3.08011255611649e-67
Slc29a3	4.9915240533948e-71	0.878860115091915	0.348	0.077	6.69413290800777e-67
Plbd1	1.22735925296673e-70	0.799011834663148	0.311	0.053	1.64601149415368e-66
Cxcr4	1.51402401603992e-70	0.434390664930077	0.407	0.09	2.03045760791114e-66
Litaf	1.68768587661897e-70	0.809993612898338	0.842	0.631	2.26335552913371e-66
Mfge8	4.24494844153464e-70	-1.47431508292988	0.254	0.686	5.6929003549421e-66
Il10	1.36170003519667e-69	1.92437283171404	0.258	0.038	1.82617591720225e-65
Atp6v1c1	1.41546365006581e-69	0.968291690116407	0.539	0.213	1.89827830110326e-65
Tpm1	1.72954504247836e-69	-1.36258818833664	0.183	0.623	2.31949285646773e-65
Serpine2	1.94410498967658e-69	-2.18543303872781	0.038	0.487	2.60723920165526e-65
S100a16	2.35973192223214e-69	-1.29567464632653	0.032	0.483	3.16463648090552e-65
Gnas	5.68280450570448e-69	-0.845928937391294	0.665	0.835	7.62120912260028e-65
Havcr2	7.16189648377857e-69	0.592021597844484	0.277	0.042	9.60481937439545e-65
X1810011O10Rik	9.64933508704807e-68	-1.34656321701719	0.041	0.488	1.29407232852402e-63
Galnt6	1.24539681281868e-67	0.647069630603131	0.262	0.039	1.67020166567113e-63
Fyb	1.89088074518616e-67	0.523074073094695	0.294	0.047	2.53586016736916e-63
Ifi27l2a	2.17845744951908e-67	1.01573376295262	0.377	0.089	2.92152928555004e-63
Tuba1a	3.98134979487675e-67	-1.27927743274626	0.109	0.554	5.33938820990922e-63
Gna13	4.90338443276347e-67	0.882538277495355	0.691	0.38	6.57592886277909e-63
Sgpl1	6.69686838188556e-67	1.02961320184342	0.689	0.414	8.98117018694672e-63
Dtx4	2.52868305553214e-66	0.709929741672882	0.273	0.046	3.39121684577416e-62
Prex1	2.96692989454726e-66	0.63935183461236	0.35	0.076	3.97894968157733e-62
Cyr61	3.43993695518811e-66	-2.03134493714958	0.034	0.466	4.61329945060278e-62
Lrp12	5.19347963509733e-66	0.857355915476386	0.354	0.088	6.96497553862903e-62
Snx8	6.23940244829001e-66	0.923598072088745	0.375	0.098	8.36766262340173e-62
Pla2g7	1.41088448954713e-65	0.896875677631658	0.657	0.313	1.89213718893165e-61
Snx20	1.9151701060165e-65	0.523928154232245	0.286	0.047	2.56843462917873e-61
B2m	1.17197527812848e-64	0.398328113520813	0.998	0.928	1.5717360454981e-60
Wwtr1	2.0025405823209e-64	-1.04326049679175	0.028	0.453	2.68560717495057e-60
Ucp2	5.21935215174288e-64	0.913154095080801	0.559	0.235	6.99967317070237e-60
Col16a1	2.95752507645853e-63	-1.11212004989011	0.021	0.448	3.96633688003854e-59
Tpp1	3.63541781014264e-63	0.917997540152319	0.661	0.377	4.8754588251823e-59
Hspb1	4.03176610406676e-63	-1.87691665280868	0.043	0.466	5.40700152216393e-59
Ctsd	5.00719579061596e-63	0.859040098385037	0.945	0.761	6.71515027479507e-59
Timp1	1.03289133518467e-62	-1.79580396025343	0.104	0.526	1.38521056961617e-58
Cln8	2.21817488601771e-62	0.8151003268999	0.311	0.069	2.97479433963836e-58
Malt1	2.42904164192203e-62	0.762006015169083	0.433	0.129	3.25758774598163e-58
Pde2a	4.0109369390421e-62	0.906011701896584	0.399	0.116	5.37906752894936e-58
Cerk	4.64174747322094e-62	0.731878237097795	0.33	0.077	6.2250475363366e-58
Anxa1	4.82296565310602e-62	-1.07483701851616	0.535	0.794	6.46807923738048e-58
Lamb1	1.73734536746883e-61	-1.13337075763275	0.013	0.423	2.32995387231245e-57
Cebpb	1.83393500104152e-61	0.737324419895846	0.921	0.749	2.45949022989678e-57
Fam105a	3.7809524084488e-61	0.690711759857177	0.264	0.046	5.07063527497068e-57
Crip2	4.68647561675491e-61	-1.34564789693007	0.083	0.506	6.28503244963e-57
Creg1	7.9977624428115e-61	0.916774602800651	0.51	0.205	1.07257992120545e-56
Cyba	1.07555517906365e-60	0.852828742340443	0.62	0.316	1.44242705064225e-56
Hspg2	1.08638702721739e-60	-1.49195198926893	0.015	0.421	1.45695364220124e-56
Ubl3	1.31285570800194e-60	0.843686757229444	0.629	0.326	1.7606707900014e-56
Arrb2	1.55961879498991e-59	0.704395764725609	0.286	0.056	2.09160476596097e-55
Clec4e	2.96932271648212e-59	0.322453926785487	0.339	0.075	3.98215869507417e-55
Neurl3	4.21281009710386e-59	0.490683008518584	0.335	0.072	5.64979962122599e-55
M6pr	8.82718948611764e-59	0.815829226446847	0.687	0.417	1.18381438198324e-54
S100a11	1.09809886538592e-58	-1.05237799544108	0.235	0.647	1.47266038836906e-54
Atp6v1b2	1.16417255613186e-58	0.848494757037465	0.699	0.421	1.56127181502843e-54
Fat1	2.01947238889792e-58	-0.957580815919388	0.009	0.403	2.70831442075101e-54
Hexb	3.15141501780628e-58	1.19075092081053	0.448	0.167	4.22636268038001e-54
Cebpa	4.10924090859981e-58	0.815020662083801	0.296	0.066	5.51090298252321e-54
S100a10	4.71520543153128e-58	-1.00825621037742	0.437	0.766	6.3235620042266e-54
Ptpn18	5.56787374019731e-58	0.705470179180235	0.348	0.086	7.46707547297861e-54
Tm4sf1	5.57376319843037e-58	-2.12611391743949	0.134	0.523	7.47497382541497e-54
Msrb1	1.46928927087424e-57	0.97405499257243	0.569	0.28	1.97046384116945e-53
Fermt2	1.70768563823871e-57	-1.03385089773058	0.013	0.404	2.29017720944193e-53
Ppic	1.79062126524227e-57	-1.7161083481628	0.021	0.41	2.40140217881641e-53
Vasn	3.87122741570422e-57	-1.1306633434907	0.122	0.536	5.19170308720093e-53
Cttn	5.20964659443484e-57	-0.935865394851431	0.026	0.423	6.98665704779656e-53
Picalm	1.04280454295713e-56	0.72776722035445	0.768	0.542	1.39850517255981e-52
Cotl1	2.4869919040313e-56	0.679462678656055	0.804	0.547	3.33530484249638e-52
Col4a2	3.16319967419817e-56	-1.75884730998801	0.03	0.417	4.24216708306716e-52
Krt8	4.38479227166789e-56	-2.31589614177304	0.055	0.439	5.88044491553381e-52
Calu	4.46659884303736e-56	-1.0595030250287	0.171	0.568	5.9901557083974e-52
Postn	8.73783786956187e-56	-2.88317229152374	0.045	0.427	1.17183143668694e-51
H2.K1	1.17220657486263e-55	0.43429119408581	0.981	0.885	1.57204623754827e-51
Gnai2	2.83342905736315e-55	0.558600717036312	0.898	0.761	3.79991170882973e-51
X1110007C09Rik	2.88981681545888e-55	0.798498932772315	0.55	0.257	3.87553333121191e-51
Lipa	4.33431800778457e-55	0.928750674159279	0.437	0.163	5.81275388023989e-51
Eps8	1.00335475350302e-54	0.936945449572546	0.352	0.103	1.3455990599229e-50
Col4a1	1.26959028295674e-54	-1.9681391404844	0.085	0.473	1.70264752847328e-50
Hebp1	1.87186862892713e-54	0.725091164567741	0.301	0.073	2.51036301825417e-50
Slc20a1	1.96191143267178e-54	-1.29076037581556	0.243	0.608	2.63111942235612e-50
Hspb8	2.41786066166698e-54	-1.17737585091103	0.019	0.395	3.24259293336158e-50
Adamts1	2.42863092457648e-54	-1.48921950123892	0.019	0.399	3.25703693294952e-50
Mcl1	4.80326381935052e-54	0.685260529677207	0.836	0.681	6.44165710813098e-50
Gpr183	5.59682015262816e-54	0.54601103517822	0.281	0.056	7.50589550668962e-50
Mmp19	5.70463544604219e-54	1.29905444023709	0.627	0.314	7.65048659668718e-50
Mprip	6.48423032966938e-54	-0.923986436690121	0.117	0.523	8.6960012951196e-50
Snx5	1.79182209277237e-53	0.990717220076253	0.561	0.287	2.40301260861703e-49
Gngt2	3.10102351979293e-53	0.686498158386221	0.328	0.085	4.15878264239429e-49
Maged1	3.65027617242235e-53	-0.904194594582097	0.156	0.554	4.89538537483561e-49
Calm1	3.79148498971284e-53	0.528706848264275	0.925	0.812	5.08476051970388e-49
Spint2	5.54036655045572e-53	-1.42762355013064	0.028	0.4	7.43018558081617e-49
Itm2b	6.2959185634254e-53	0.674005190819612	0.928	0.806	8.4434563854098e-49
Crispld2	7.46749388766643e-53	-1.56271270816902	0.038	0.411	1.00146560527494e-48
Plat	8.37811870451807e-53	-1.20953242726037	0.032	0.411	1.12358949946292e-48
Pltp	8.84326439213758e-53	1.05182832030481	0.311	0.079	1.18597018762957e-48
Palld	1.71251850729987e-52	-1.02179319878417	0.066	0.447	2.29665857013986e-48
Etv3	3.49491849036652e-52	1.04325595505352	0.486	0.209	4.68703518743054e-48
Lrrc8d	6.92636381137361e-52	0.767414707460507	0.405	0.135	9.28894650743314e-48
Hmha1	9.01413954299894e-52	0.52509011374078	0.305	0.069	1.20888625411159e-47
Krt18	1.26912463972366e-51	-2.30182850186127	0.139	0.487	1.70202305433341e-47
Sox9	6.69055346424269e-51	-1.29583008387118	0.017	0.373	8.97270125089587e-47
Gja1	8.53967592243252e-51	-1.061627410865	0.053	0.435	1.14525593795742e-46
Adam8	9.38779088884561e-51	0.905317510540103	0.443	0.163	1.25899663610308e-46
Cd9	1.41861474668512e-50	-0.983264397490834	0.409	0.732	1.90250423677942e-46
Atf3	1.52985038469489e-50	0.697398053038011	0.689	0.378	2.05168235091431e-46
Rcn1	1.57990420273733e-50	-0.967425306796961	0.017	0.374	2.11880952629103e-46
Col7a1	2.33022615155485e-50	-1.52821422082382	0.013	0.365	3.12506629185022e-46
Igfbp3	2.78270595472528e-50	-2.0303242500714	0.026	0.381	3.73188695588207e-46
Fosl1	4.58444570672857e-50	-1.04532793423462	0.083	0.462	6.14820013729369e-46
Hspa1b	5.27930851267954e-50	-0.804712936556415	0.143	0.54	7.08008064635453e-46
Vcl	7.31920533439007e-50	-0.912766042897547	0.064	0.437	9.81578627395052e-46
Tpd52	8.71218733257994e-50	0.754916568268392	0.518	0.238	1.1683914431723e-45
Ak1	9.89633169537539e-50	-0.881270646836333	0.094	0.476	1.32719704366679e-45
Rab8b	1.06894991621053e-49	0.635261294223248	0.546	0.239	1.43356873262994e-45
Epcam	1.14995558756495e-49	-1.77565401593771	0.077	0.427	1.54220543848336e-45
Gltp	1.28685038171612e-49	0.79528129725042	0.422	0.159	1.72579504691949e-45
Pdlim7	1.80437028941108e-49	-0.916742847168695	0.136	0.527	2.4198409951292e-45
Ptrf	2.41631094338188e-49	-0.964310120593004	0.026	0.38	3.24051460616944e-45
Gde1	3.87279044089315e-49	0.960540569321228	0.563	0.31	5.19379926028181e-45
Lpcat2	4.1491634823914e-49	0.603137722214546	0.271	0.063	5.56444314623511e-45
Serpina3h	5.51274277310722e-49	-1.4894871695056	0.021	0.37	7.39313933301409e-45
