p_val	avg_logFC	pct.1	pct.2	p_val_adj
Cd52	5.33317196998948e-74	1.56441641696326	0.602	0.152	7.15231692895289e-70
Ifngr1	3.05679025088404e-70	2.02890848507256	0.668	0.254	4.09946140546059e-66
Samsn1	3.75171393233608e-70	1.13195588965223	0.389	0.058	5.03142355465592e-66
Cd63	3.32183100408196e-69	-1.70186461227596	0.133	0.807	4.45490755957432e-65
Rgs1	3.055945055217e-68	1.64076650579281	0.69	0.202	4.09832791355152e-64
Srgn	3.28891500294899e-68	0.707531586191735	0.867	0.329	4.4107639104549e-64
Cytip	6.06605116674248e-68	1.28850427566288	0.602	0.153	8.13518121971834e-64
Laptm5	3.42551569143932e-67	1.02738959650674	0.783	0.223	4.59395909378928e-63
Emp1	7.14325196718429e-67	-1.9040251951358	0.173	0.794	9.57981521319085e-63
Ccr7	3.2804855827151e-65	1.53737893428111	0.292	0.033	4.39945921497923e-61
Anxa1	6.20572083375984e-65	-1.81167664626796	0.181	0.8	8.32249221015532e-61
Ctsd	3.6149136559317e-64	-1.8077088893679	0.235	0.831	4.84796070397e-60
Rora	1.49489125846147e-63	2.19219007961765	0.562	0.179	2.00479866672267e-59
Cd37	7.19448011545314e-62	0.968456902174089	0.257	0.026	9.64851728283421e-58
H2.D1	2.25072394532765e-61	0.971305940567304	0.982	0.902	3.01844588307892e-57
Lmna	1.06512039481735e-60	-1.44756910312103	0.274	0.854	1.42843296148954e-56
Il7r	2.70747441895571e-60	1.62983860157323	0.403	0.08	3.63099394326151e-56
App	7.10611782972807e-60	-1.5282764334295	0.088	0.704	9.53001462144831e-56
Cxcr4	9.62842537709391e-59	1.57719022853843	0.465	0.112	1.29126812732206e-54
Lamp1	1.68771390021275e-56	-1.44477161043904	0.119	0.727	2.26339311157531e-52
Mbnl1	8.66050025464521e-55	1.61684075169411	0.677	0.327	1.16145968915047e-50
Cd9	1.65194215298078e-54	-1.51959384532693	0.128	0.727	2.21541962136252e-50
Tnfrsf12a	3.49471775782929e-54	-1.63750198584864	0.119	0.698	4.68676598502486e-50
Cxcl1	6.30330560472025e-53	-2.60154623010444	0.146	0.697	8.45336314649032e-49
Tmem123	9.60050100998226e-53	1.65190549737716	0.69	0.354	1.28752319044872e-48
Dgat1	4.9031218898403e-52	1.88572522576255	0.522	0.172	6.57557676646483e-48
Cebpb	1.86726282990973e-51	-1.36363550253207	0.252	0.815	2.50418618119194e-47
Mfge8	1.39967623627263e-50	-1.99447484006525	0.106	0.661	1.87710580046522e-46
Rps24	2.82060319112187e-50	0.992464262692608	0.92	0.858	3.78271093961353e-46
Ctsl	9.0206237746064e-50	-1.22119986191597	0.111	0.687	1.20975585441246e-45
Il21r	1.470285463533e-49	1.35242046743719	0.332	0.063	1.97179983514411e-45
Tnfaip3	1.68630843983873e-48	1.29935054282659	0.774	0.446	2.26150824866772e-44
Plaur	2.408479890198e-48	-1.54955366830521	0.062	0.619	3.23001238074454e-44
Hmha1	7.71589711572396e-48	1.28140870206407	0.372	0.083	1.03477896218974e-43
Fosb	1.00222836663156e-47	-1.71485087272337	0.097	0.657	1.34408846248959e-43
Lpxn	2.29454203725866e-47	1.18899971663947	0.274	0.044	3.07721032616759e-43
Itgal	5.23478127360753e-47	1.16639407261651	0.323	0.062	7.02036516603506e-43
Ramp3	1.22870791104339e-46	1.74241443928064	0.35	0.073	1.64782017950028e-42
Stk17b	2.23991223947847e-46	1.59534812668858	0.558	0.219	3.00394630436457e-42
Batf	1.25184355384685e-45	1.34885656592736	0.261	0.041	1.67884739006401e-41
Basp1	4.11107631045931e-45	-1.34037336568811	0.058	0.601	5.51336443995698e-41
Fam107b	8.39295080948077e-45	1.54503800724327	0.668	0.348	1.12557863305947e-40
Ifitm3	4.66825615999931e-44	-1.47269073404656	0.111	0.64	6.26059833617508e-40
Anxa2	4.83361760959852e-44	-1.20705132186214	0.27	0.774	6.48236457623258e-40
Lrp1	7.8571758749698e-44	-1.71021905310718	0.035	0.549	1.0537258565922e-39
Sgk1	2.16135789183023e-43	-1.44780882562798	0.195	0.703	2.89859706873353e-39
Mt1	1.80545181849907e-42	-1.17008121328677	0.243	0.761	2.4212914337891e-38
Ets1	2.42366203686869e-42	1.6568743291517	0.571	0.267	3.25037315764461e-38
Phlda1	1.51882720949691e-41	-1.42030078338557	0.155	0.668	2.0368991706563e-37
Rbp1	1.97660144594417e-40	-1.65336538877925	0.066	0.562	2.65082019915573e-36
Bmp1	2.72193474338684e-40	-1.59068434954596	0.04	0.531	3.6503866843561e-36
Eef1a1	4.74278560581787e-40	0.593550574999948	0.969	0.929	6.36054977596234e-36
Mt2	7.75797409883701e-40	-1.90304737138654	0.093	0.58	1.04042190639503e-35
Fbln2	9.34572207931586e-40	-2.03330163004347	0.04	0.52	1.25335478805705e-35
Cnn3	2.16101000215108e-39	-1.32132556988414	0.018	0.497	2.89813051388481e-35
Serpinh1	3.04848568666669e-39	-1.91212720085643	0.071	0.552	4.0883241543887e-35
D16Ertd472e	4.28907286386312e-39	1.7037805669804	0.389	0.118	5.75207561772683e-35
Cd53	5.38351560557504e-39	1.0095629781403	0.624	0.279	7.21983277863669e-35
Vasn	1.55364453420222e-38	-1.40997648894823	0.027	0.509	2.0835926848186e-34
Fam129b	1.78088408314186e-38	-0.992707258549809	0.142	0.662	2.38834364390155e-34
Cstb	3.42172436987033e-38	-0.976874292321063	0.252	0.769	4.5888745524331e-34
Timp1	4.89809100226661e-38	-2.08690469866557	0.031	0.496	6.56882984313975e-34
Itgb5	7.57157318190071e-38	-1.39430460265558	0.027	0.496	1.0154236794247e-33
Sla	7.84379424816302e-38	1.25896829246717	0.288	0.061	1.05193124662114e-33
Sparc	1.9013012576467e-37	-2.70949906927843	0.15	0.593	2.54983511662999e-33
P4hb	2.6854912626228e-37	-0.93034782974062	0.323	0.805	3.60151233230343e-33
Gpr183	2.81937857461006e-37	1.17725208293324	0.314	0.072	3.78106860640955e-33
Marcks	5.06732384911262e-37	-1.08922625667079	0.119	0.626	6.79578801404494e-33
Actn1	5.99248826323814e-37	-1.25878126475762	0.071	0.544	8.03652600982866e-33
Fgfr1	6.70600588123984e-37	-1.49997359076608	0.097	0.565	8.99342448733075e-33
Hbegf	8.0957487998998e-37	-1.489060658301	0.058	0.527	1.08572087155456e-32
Rps15a	1.02055443590199e-36	0.926064818808854	0.81	0.744	1.36866555398816e-32
AW112010	1.27446806629173e-36	1.30891264978562	0.336	0.085	1.70918912370384e-32
Fn1	1.68687163041991e-36	-2.31427067995555	0.137	0.577	2.26226354355615e-32
Thbs1	4.29398517478375e-36	-2.09281534170762	0.04	0.495	5.75866351790249e-32
Marcksl1	7.43931508737417e-36	-1.16169959282331	0.097	0.591	9.97686546367749e-32
Cxcl2	7.58153726340718e-36	-3.09795546587514	0.19	0.631	1.01675996239554e-31
Ecm1	1.1922259745865e-35	-1.38183231569026	0.093	0.563	1.59889425451795e-31
Tpm1	1.55543723373783e-35	-1.2183849471904	0.124	0.591	2.0859968741658e-31
Vegfa	2.53161220916139e-35	-1.26113336501737	0.102	0.572	3.39514513370634e-31
Rpl13a	4.90942331580635e-35	0.738854800756067	0.947	0.906	6.58402760882789e-31
Rpl4	1.61933658950604e-34	0.77075190972163	0.903	0.845	2.17169230018655e-30
Igfbp7	2.05209215872951e-34	-2.21949361739168	0.133	0.558	2.75206079407215e-30
Maged1	2.06408506726327e-34	-1.12443306582369	0.084	0.527	2.76814448370677e-30
Rhoc	7.31086210045147e-34	-1.01439636653318	0.066	0.523	9.80459716291547e-30
S100a6	9.57324887196218e-34	-1.28941840550789	0.434	0.784	1.28386840621885e-29
Piezo1	1.71337885561198e-33	-0.902979928830924	0.111	0.57	2.29781238326122e-29
Anxa5	1.83505570630603e-33	-0.733212644359823	0.314	0.786	2.46099320772701e-29
Cald1	1.85011665611555e-33	-1.30354835030954	0.035	0.468	2.48119144751656e-29
Nedd4	2.256830157598e-33	-1.01853106068705	0.049	0.499	3.02663492435467e-29
Rpl17	2.69281662488616e-33	0.846952834961889	0.854	0.814	3.61133637563482e-29
Sdc1	3.08032733173725e-33	-1.18076653406509	0.084	0.54	4.13102698459282e-29
Serpine2	4.98473282538496e-33	-2.00698481718617	0.022	0.451	6.68502519212376e-29
Col4a1	5.18646108640886e-33	-2.19608313800843	0.022	0.445	6.95556296298293e-29
Bag3	1.93357330050499e-32	-0.995402052169909	0.071	0.504	2.59311515330724e-28
Id2	3.28223525303337e-32	1.25969281895681	0.695	0.43	4.40180569784305e-28
Lime1	3.57772037355657e-32	1.14893474961957	0.301	0.079	4.79808079297672e-28
Ctsb	3.78759979912639e-32	-1.03426047477676	0.473	0.851	5.07955009060841e-28
Aebp1	4.53817941382772e-32	-1.81932801553085	0.031	0.447	6.08615241188436e-28
Runx3	8.15687494708416e-32	1.1862878139479	0.332	0.093	1.09391849915346e-27
Lgals3	1.38324306351057e-31	-1.07463466661609	0.314	0.751	1.85506727247403e-27
Hspa1b	1.88025496867247e-31	-0.726168078248979	0.075	0.512	2.52160993848665e-27
Cnbp	1.89041083456e-31	1.01456386500881	0.761	0.654	2.53522997022842e-27
Errfi1	2.19582346199395e-31	-1.06355554495264	0.115	0.55	2.94481884488009e-27
Lamp2	2.28454624008283e-31	-0.862251943673445	0.15	0.618	3.06380496257508e-27
Ctsz	5.146353125373e-31	-1.27106781242641	0.146	0.584	6.90177417643773e-27
Tubb2a	6.40414510063993e-31	-1.08601298077714	0.058	0.485	8.58859899446821e-27
X1810011O10Rik	6.70240552068191e-31	-1.28295877728448	0.04	0.451	8.98859604378651e-27
Psap	7.84263298255476e-31	-0.988570101300677	0.235	0.699	1.05177550929042e-26
Grn	9.90625000920821e-31	-0.499185213036892	0.155	0.621	1.32852718873491e-26
Maff	1.2407212992131e-30	-1.06064077050724	0.08	0.503	1.66393133437468e-26
Crip2	1.53771485883586e-30	-1.21090624050477	0.058	0.473	2.06222939718478e-26
Ftl1	1.54311229822534e-30	-0.801885876421198	0.735	0.934	2.06946790315e-26
Wbp5	1.59822035745433e-30	-0.88784569577127	0.106	0.549	2.143373321382e-26
S100a16	1.68205017853203e-30	-1.08586568212117	0.031	0.446	2.25579749442931e-26
Nupr1	1.77615862097516e-30	-1.47111723980839	0.04	0.446	2.38200632658979e-26
Gsn	2.64155985953367e-30	-1.35076850863882	0.119	0.56	3.54259592762061e-26
Ptgs2	2.76998257570664e-30	-1.70308066839999	0.031	0.435	3.71482363228018e-26
Tnc	2.7890052420261e-30	-2.26254575445454	0.062	0.463	3.7403349300812e-26
Rrbp1	3.40354652835708e-30	-0.799872632583136	0.164	0.609	4.56449624917968e-26
Fmnl1	3.69473249004104e-30	0.940206428397531	0.305	0.082	4.95500574239404e-26
Spp1	4.28280467549233e-30	-2.25539372559716	0.372	0.702	5.74366935030277e-26
Rps14	4.68360348156087e-30	0.596153622423691	0.942	0.902	6.28118062912129e-26
Rab8b	7.76002450045784e-30	1.21050278271881	0.527	0.266	1.0406968857564e-25
Tuba1a	8.08309008683827e-30	-1.06979082723365	0.102	0.517	1.08402321154588e-25
Slc20a1	1.91615396621836e-29	-1.18129561710591	0.155	0.584	2.56975408409544e-25
Pde4d	4.21272958594449e-29	1.27202668930739	0.283	0.078	5.64969164771016e-25
Txnrd1	4.43321473597004e-29	-0.916920121607542	0.159	0.597	5.94538428240942e-25
Pdlim7	5.51607830101575e-29	-0.878059742623893	0.08	0.499	7.39761260949222e-25
Ptpn18	6.40004629488452e-29	1.12342557465165	0.341	0.108	8.58310208606963e-25
Fau	6.901792345932e-29	0.678925044920265	0.898	0.873	9.2559937151294e-25
Fosl1	8.16028746613271e-29	-1.11194383023482	0.035	0.434	1.09437615208306e-24
Rps3	1.01828497737007e-28	0.54057309386774	0.942	0.92	1.36562198315101e-24
Klf4	1.18286077225988e-28	-1.11531709722997	0.093	0.502	1.58633458167773e-24
Col16a1	1.83133538718361e-28	-1.02911693876036	0.027	0.412	2.45600388775194e-24
Rnh1	3.35572083190049e-28	-0.759366726071733	0.159	0.596	4.50035720766174e-24
Atp6v0b	3.44064640279077e-28	-0.646654550620144	0.168	0.622	4.6142508907827e-24
Ctnna1	4.34582667100098e-28	-0.894915880981258	0.173	0.581	5.82818814847942e-24
Cxcl16	4.5224989491265e-28	-1.10712408401895	0.075	0.475	6.06512334067355e-24
Hspb1	5.0360105567793e-28	-1.5308177128207	0.04	0.431	6.75379375769672e-24
Atp2b4	5.11436555340398e-28	1.17238537898811	0.27	0.071	6.85887564367008e-24
Cyr61	7.90394395259882e-28	-1.78979487925766	0.049	0.429	1.05999792348303e-23
Pxdc1	9.1129236260376e-28	-0.660310931772108	0.088	0.508	1.2221341874879e-23
Ctla2a	1.04629552162018e-27	1.53110718541384	0.465	0.211	1.40318692404482e-23
Ptms	1.07936066585593e-27	-0.714544802954596	0.168	0.619	1.44753058897939e-23
Lamb1	1.28274193385442e-27	-1.02338326677026	0.013	0.389	1.72028520749217e-23
Igfbp4	1.3328905526532e-27	-1.73937791511076	0.04	0.421	1.7875395201632e-23
Isy1	1.82212909612833e-27	1.59127119584077	0.447	0.204	2.4436573308177e-23
Rpl18a	2.40133359543939e-27	0.613155204048879	0.92	0.872	3.22042848484377e-23
Wwtr1	2.67020290256225e-27	-0.870862642426925	0.035	0.417	3.58100911262624e-23
Tubb6	3.79467933156327e-27	-0.598786338827559	0.137	0.559	5.0890444515595e-23
Ywhag	3.87078075210029e-27	-0.761490798100655	0.142	0.562	5.19110406664169e-23
Map7d1	3.98479402178869e-27	-0.759270064962125	0.199	0.624	5.34400726262082e-23
Ubc	5.19915478923287e-27	-0.742478118994734	0.549	0.886	6.9725864878402e-23
Rps13	7.34857126381257e-27	0.806927752429936	0.814	0.78	9.85516892189903e-23
Ltbp3	1.29674586917833e-26	-0.94354653928196	0.022	0.389	1.73906588515505e-22
Plod3	1.36268700664504e-26	-0.828347248858235	0.058	0.435	1.82749954461166e-22
Calu	2.01583787396747e-26	-0.874367933967532	0.146	0.537	2.70344017277778e-22
Fat1	2.73630408622676e-26	-0.900170346508561	0.013	0.37	3.66965741003871e-22
Tnfrsf1a	2.87870038474374e-26	-0.838160545681609	0.044	0.42	3.86062508597983e-22
Qsox1	2.95752814933876e-26	-0.865654984548048	0.066	0.456	3.96634100107821e-22
Rtn4	2.98415514065227e-26	-0.725593350923504	0.301	0.719	4.00205045912876e-22
Mmp19	3.49830856075287e-26	-1.74494948021993	0.027	0.386	4.69158161082567e-22
Lgmn	4.22906184358237e-26	-1.40365414765256	0.053	0.424	5.67159483842832e-22
Tmem176b	4.68221655109206e-26	-0.595533172050685	0.128	0.57	6.27932061666957e-22
Ak1	6.04046425160879e-26	-0.942419207422883	0.071	0.446	8.10086660783255e-22
Fermt2	6.07066655117976e-26	-0.977626778533448	0.018	0.371	8.14137091178717e-22
Tm4sf1	7.91283431442219e-26	-1.76253038408048	0.115	0.492	1.06119020990716e-21
Cd81	8.32558342974423e-26	-0.607147729490337	0.283	0.724	1.116543993763e-21
Gja1	9.15997941885137e-26	-1.14752406169721	0.04	0.404	1.22844483986216e-21
Mgst1	9.90834674756089e-26	-1.06186556820891	0.022	0.381	1.32880838231539e-21
Litaf	1.05037677662529e-25	-0.673598268367342	0.257	0.694	1.40866029513218e-21
Cdkn1a	1.06833036604914e-25	-0.769190023163168	0.257	0.676	1.4327378539085e-21
Fndc3b	1.11544152400587e-25	-0.812376964433608	0.066	0.438	1.49591862784427e-21
Plk2	1.19607910919308e-25	-1.05098242535646	0.031	0.394	1.60406169333884e-21
Anxa3	1.46887921570488e-25	-0.96065698058326	0.058	0.432	1.96991391618182e-21
Shisa5	1.53542191019812e-25	1.28879353747429	0.655	0.533	2.0591543237667e-21
Timp2	1.57750393177766e-25	-1.01545714461128	0.124	0.519	2.11559052290701e-21
Mdm2	1.8436922415489e-25	-1.08284631106005	0.173	0.563	2.47257566514123e-21
Laptm4a	1.93542778758218e-25	-0.672976220682144	0.314	0.718	2.59560220592647e-21
Plat	2.05987055917416e-25	-1.15331773963314	0.027	0.38	2.76249240690846e-21
Col4a2	2.0663398728594e-25	-1.60037956266929	0.031	0.385	2.77116840349175e-21
Itgb1	2.19708867458095e-25	-0.701051410813821	0.332	0.724	2.94651562148051e-21
Ppic	2.45550197682641e-25	-1.44850470393345	0.027	0.378	3.2930737011219e-21
Hspg2	2.58188769318173e-25	-1.32779773772046	0.035	0.386	3.46256958532601e-21
Crispld2	3.16257817136745e-25	-1.52251786498932	0.031	0.381	4.24133358562089e-21
Serpine1	3.40566992674143e-25	-1.53696762886125	0.035	0.393	4.56734393875294e-21
Rps21	4.39192539265323e-25	0.669380091179328	0.916	0.882	5.89001114408724e-21
Pdpn	5.25175821310205e-25	-1.25761338267299	0.027	0.377	7.04313293959116e-21
Postn	5.36733332887453e-25	-2.70636462082051	0.049	0.395	7.19813072735363e-21
Aebp2	5.45384053161739e-25	1.39452808939245	0.553	0.351	7.31414553695209e-21
Mbnl2	5.76659427866082e-25	-0.664816973236883	0.173	0.587	7.73357958711202e-21
Cst3	6.88572354888445e-25	-1.29862897024797	0.381	0.772	9.23444385140894e-21
Srxn1	1.22421095715567e-24	-1.01695197259157	0.075	0.435	1.64178931464147e-20
Tspan3	1.24641662981783e-24	-0.665800954546599	0.08	0.457	1.6715693422487e-20
Myo1g	1.35106296049326e-24	1.1946091012786	0.283	0.085	1.81191053631751e-20
Plet1	1.55429014695046e-24	-1.8443207269782	0.071	0.425	2.08445851607526e-20
Ets2	1.66813291127935e-24	-0.725512178939018	0.133	0.529	2.23713304731674e-20
Palld	3.01813853218892e-24	-0.81763391406587	0.058	0.416	4.04762558551855e-20
Cd14	3.43586949660132e-24	-2.58583902222435	0.058	0.4	4.60784458189203e-20
Igsf8	5.05561486093401e-24	-0.808205916043521	0.08	0.438	6.78008508999859e-20
Sfn	6.03672283610321e-24	-2.19443351534665	0.058	0.391	8.09584899549801e-20
Axl	6.4280897749425e-24	-0.869746484269605	0.097	0.463	8.62071119717539e-20
Ckap4	6.63552843225729e-24	-1.01360181068357	0.058	0.4	8.89890718050025e-20
Pros1	7.17064911288442e-24	-0.863812663602838	0.018	0.353	9.61655752528929e-20
Npdc1	7.18121385902879e-24	-0.822459976598939	0.009	0.339	9.63072590634351e-20
Htra1	8.01754074017905e-24	-1.26239548653391	0.013	0.347	1.07523238866541e-19
Adamts1	8.16275838512018e-24	-1.37093340341692	0.027	0.367	1.09470752702847e-19
Col5a2	9.67902063620895e-24	-2.48605725589539	0.022	0.352	1.29805345752198e-19
Ndel1	1.02541903982345e-23	-0.523751093182755	0.155	0.557	1.37518947430722e-19
Atf4	1.06652246551207e-23	-0.614439383102823	0.341	0.753	1.43031327849824e-19
Krt18	1.5350733772369e-23	-1.94466575813839	0.124	0.459	2.05868690621241e-19
Hspb8	1.53761304808012e-23	-1.02652889505268	0.027	0.364	2.06209285878025e-19
Stat5b	1.69809391151569e-23	1.14981102445478	0.257	0.076	2.2773137447337e-19
Stx3	2.29907471306798e-23	-0.795925542300176	0.022	0.353	3.08328909769546e-19
Hspa1a	2.83664565599641e-23	-0.956258846351716	0.058	0.406	3.80422548925678e-19
Tcn2	3.05309597540282e-23	-0.684452807382791	0.071	0.438	4.09450701261272e-19
Nfe2l2	3.40557770633038e-23	-0.718343571024603	0.128	0.507	4.56722026195968e-19
Ralgds	3.51450005403048e-23	-0.859134735288755	0.084	0.432	4.71329602246028e-19
Plin2	3.61918038911683e-23	-0.985188515534026	0.119	0.478	4.85368281984458e-19
Hdlbp	3.65113711838174e-23	-0.59995899336246	0.27	0.668	4.89653998946175e-19
Stat3	3.74947540601351e-23	1.23230825810877	0.708	0.636	5.02842146700472e-19
Ifitm2	5.0269249184946e-23	-0.805386383298619	0.071	0.424	6.74160900819311e-19
Sdf4	5.08071942650066e-23	1.24358072861689	0.588	0.433	6.81375282288004e-19
Traf1	5.09926856107543e-23	1.14278707551702	0.288	0.092	6.83862906725825e-19
Klf6	5.30339234507663e-23	-0.673424989454762	0.283	0.691	7.11237947398226e-19
Jup	7.35841698424688e-23	-1.00850364914377	0.04	0.372	9.8683730175735e-19
Serpinf1	1.09930998160574e-22	-1.64600926524778	0.013	0.331	1.47428461633146e-18
Fos	1.19301502609936e-22	-1.23663341027692	0.199	0.57	1.59995245150185e-18
Zfp703	1.35600373072933e-22	-0.761100786887112	0.097	0.455	1.8185366032811e-18
Trib1	1.4105172931052e-22	-0.790430572049976	0.111	0.483	1.89164474178338e-18
Sh3pxd2b	1.69846724351705e-22	-0.747761070766484	0.044	0.379	2.27781442028072e-18
Smtn	2.98934364711282e-22	-0.839604732572116	0.018	0.331	4.009008765143e-18
Mprip	3.06710400734071e-22	-0.607287530586692	0.119	0.489	4.11329318424463e-18
Mmp2	3.14703822461795e-22	-1.99086241135953	0.022	0.337	4.22049296303513e-18
Nisch	3.25108484012949e-22	-0.638372853473449	0.119	0.482	4.36002987909767e-18
Ddx5	3.29719885853176e-22	0.60346818368448	0.876	0.858	4.42187338917694e-18
Tpm2	3.59630041648592e-22	-1.23759755981121	0.009	0.322	4.82299848854927e-18
Tnfrsf1b	4.03920102467608e-22	0.948541817105373	0.5	0.262	5.41697249419309e-18
Oaf	5.6431330836924e-22	-1.07794756185807	0.035	0.352	7.56800577853988e-18
Cttn	5.68775839579133e-22	-0.536667384681085	0.053	0.388	7.62785278459575e-18
Rpl5	5.82008344007784e-22	0.837717255125994	0.721	0.66	7.80531390148839e-18
Slc6a8	6.09968357363844e-22	-0.845101758324512	0.053	0.384	8.18028564060652e-18
Myof	8.37106369668638e-22	-0.786601391780877	0.053	0.376	1.12264335236261e-17
Celf2	8.45694910609377e-22	1.27281110791723	0.429	0.218	1.13416144461824e-17
Hmox1	1.00530412440801e-21	-1.06201943045108	0.04	0.36	1.34821336124358e-17
Serpina3h	1.09256106726945e-21	-1.35735956593057	0.027	0.341	1.46523364731506e-17
Ostf1	1.12544034781945e-21	1.15250822262719	0.593	0.432	1.50932805046066e-17
Hmgn1	1.12683165293301e-21	-0.600975341624492	0.142	0.517	1.51119392974845e-17
Tmbim1	1.14178810251756e-21	-0.463310881635365	0.102	0.472	1.5312520242863e-17
Tuba1c	1.23935767269095e-21	-0.779543889757911	0.053	0.372	1.66210257484584e-17
Atf3	1.38994626390669e-21	-0.830688329796725	0.093	0.45	1.86405693452526e-17
Eif1a	1.66625028658284e-21	-0.587577036630445	0.106	0.466	2.23460825933625e-17
Col6a1	1.80081950501938e-21	-2.20323171078212	0.031	0.336	2.4150790381815e-17
Myadm	1.87012955747181e-21	-0.730814227989734	0.093	0.447	2.50803074952544e-17
Agrn	1.87807960597678e-21	-0.768078536543519	0.035	0.355	2.51869255957546e-17
Col8a1	2.9007463259438e-21	-1.57247960762931	0.018	0.32	3.89019089772322e-17
Csf1	3.33430178470409e-21	-1.32387244862264	0.027	0.332	4.47163212346665e-17
Csrnp1	3.33802164600477e-21	-0.552820450549445	0.159	0.538	4.476620829457e-17
Col6a3	3.37861475696877e-21	-1.91139027507418	0.058	0.374	4.53106025057081e-17
Emb	3.59199583943808e-21	1.2638346174242	0.584	0.406	4.81722562027042e-17
Fscn1	3.65639735051229e-21	-0.972686574510621	0.027	0.335	4.90359448677204e-17
Txndc5	3.81582403270862e-21	-0.64707949838193	0.075	0.413	5.11740161026553e-17
Col12a1	3.89545188987302e-21	-2.13114668273976	0.022	0.325	5.22419052950871e-17
Efemp2	4.60105024718624e-21	-0.91152098770754	0.013	0.314	6.17046848650146e-17
Col7a1	4.75152388148352e-21	-1.27377338351757	0.027	0.334	6.37226867745754e-17
Plk3	5.05456577490757e-21	-0.75770186660644	0.093	0.432	6.77867816072854e-17
Nfatc3	5.43071767585716e-21	1.09903389499743	0.283	0.099	7.28313547509203e-17
Cxcl14	5.54965118129065e-21	-2.01366314064436	0.009	0.306	7.44263719922888e-17
Myl12b	5.69132928829235e-21	1.08493667268406	0.619	0.482	7.63264170852887e-17
Map1lc3a	5.81800734594689e-21	-0.578403947751426	0.066	0.406	7.80252965164937e-17
Fbn1	6.46314046789765e-21	-1.63240569934474	0.022	0.323	8.66771768149754e-17
Mcfd2	8.79123414647395e-21	-0.549130118855604	0.075	0.407	1.17899241138362e-16
