p_val	avg_logFC	pct.1	pct.2	p_val_adj
Fndc1	3.37706155397059e-241	1.32086506085005	0.654	0.072	4.52897725002996e-237
Crabp1	2.90287141685847e-240	1.92863486271028	0.521	0.029	3.8930408571489e-236
Hspg2	2.9102122023873e-240	1.34906784757812	0.898	0.233	3.90288558462161e-236
Cd248	4.13309159303791e-240	1.04882434528402	0.737	0.095	5.54288913542314e-236
Mfap2	1.33357078532516e-239	1.04232142736049	0.695	0.083	1.78845178019957e-235
Igfbp4	8.30102626043319e-238	1.49132674708864	0.916	0.269	1.11325063178669e-233
Hs6st2	2.72664837955985e-236	0.945137338914981	0.453	0.013	3.65670814182771e-232
Nid1	1.08218922380716e-235	1.21163599180592	0.865	0.177	1.45132396804778e-231
Clmp	3.87270738525536e-230	1.01701347743533	0.657	0.078	5.19368787436597e-226
Slit3	4.62582338851267e-230	0.928475355349888	0.626	0.064	6.20369174633434e-226
Mmp13	2.33481709378473e-228	3.5376594983098	0.76	0.187	3.13122320447471e-224
Bmp1	3.64460846443937e-228	1.37411324575472	0.947	0.388	4.88778441165964e-224
Cxcl14	3.72237774029727e-228	1.97786761158134	0.782	0.165	4.99208078751267e-224
P3h3	1.55668557984615e-226	0.976673779287997	0.65	0.08	2.08767103113167e-222
Mfap5	3.66392268688473e-225	1.36008253224461	0.693	0.095	4.91368671538111e-221
Tgfb2	9.49539158579766e-225	1.12919911306962	0.654	0.088	1.27342696557132e-220
Sulf1	2.21749692566303e-224	0.982604848377185	0.58	0.055	2.97388512700669e-220
Fam198b	5.76704738062915e-224	0.976318642493212	0.529	0.039	7.73418724216175e-220
Nrep	6.86960709052342e-224	1.35021472477753	0.593	0.067	9.21283006910095e-220
Gm6093	7.9163113722339e-221	1.00962346315393	0.456	0.019	1.06165651813029e-216
Mxra8	3.46969716100301e-217	1.14350625470083	0.737	0.132	4.65321086262113e-213
Gpc1	8.28068002685271e-215	1.21029163786093	0.865	0.245	1.11052199840122e-210
Fgfr1	7.01254210173873e-213	1.27913173964855	0.946	0.432	9.40452021264181e-209
Mmp10	3.26354957343199e-209	2.31395714642088	0.652	0.11	4.37674633292964e-205
Serpine2	4.23881617077145e-209	1.77409428728841	0.883	0.309	5.6846763666216e-205
Fn1	4.88334206621897e-209	1.25705557386663	0.989	0.44	6.54905004500626e-205
Tnc	3.04860148107308e-208	1.52228437015483	0.918	0.318	4.0884794462671e-204
Efemp2	1.55502723830373e-206	1.0270877539624	0.787	0.174	2.08544702928914e-202
Myl9	7.96926370897484e-204	1.44453674024415	0.55	0.061	1.06875795601062e-199
Mmp23	7.09484310920425e-203	0.818926241279644	0.53	0.048	9.51489409375382e-199
P4ha2	2.38530677265662e-201	1.00025416396772	0.69	0.125	3.19893491280979e-197
Itgb5	2.51033334726113e-201	1.22987947823148	0.915	0.354	3.3666080520119e-197
Kdelr3	1.27703284409296e-200	0.95176736123559	0.639	0.099	1.71262874721307e-196
Bcat1	1.78585788654858e-200	0.822851419069606	0.491	0.038	2.3950140116503e-196
P3h1	2.90196934014891e-200	1.02081307959567	0.639	0.101	3.8918310820737e-196
Oaf	4.20981109512014e-196	1.12464144102633	0.816	0.213	5.64577765966562e-192
Kif26b	5.30919450321245e-196	0.764628087662851	0.448	0.028	7.12016074825821e-192
Smoc2	7.79369091245232e-195	1.23238234093099	0.501	0.044	1.04521188826898e-190
Col7a1	1.12594235299933e-193	1.53280802569733	0.783	0.2	1.5100012896074e-189
Gpx7	5.70977922214882e-192	0.821122253237927	0.54	0.058	7.65738491482378e-188
Fzd1	1.23702003226363e-191	1.03974510111421	0.599	0.092	1.65896756526876e-187
Rcn1	5.57355308810959e-191	1.03654093659938	0.791	0.208	7.47469204646377e-187
C1qtnf3	6.29781427715548e-190	1.39334101037121	0.414	0.021	8.44599872709322e-186
Pcsk5	2.6861031280561e-189	0.9123682238847	0.522	0.053	3.60233290503603e-185
Cfh	6.27510063147921e-189	1.00940867656502	0.706	0.128	8.41553745687676e-185
Lhfp	9.53177403174361e-188	0.9654816203103	0.703	0.143	1.27830621539714e-183
Col27a1	2.33498931296523e-186	0.863351855506876	0.578	0.077	3.13145416761767e-182
Ckap4	1.16805797910415e-185	1.19589664325324	0.818	0.269	1.56648255577657e-181
Prrx2	9.19356053909604e-185	0.857571092303774	0.489	0.045	1.23294840389817e-180
Bpgm	1.34710068925622e-183	1.14253379564492	0.571	0.086	1.80659673436152e-179
Meg3	1.91566127928587e-183	1.18200422818528	0.675	0.123	2.56909334165028e-179
Twist2	1.00617427926586e-182	1.06315059343207	0.442	0.033	1.34938032592345e-178
Fbn2	8.01725559239521e-181	0.823427178407199	0.42	0.027	1.07519414749612e-176
Ctsf	1.10827557682161e-180	0.892911633333735	0.557	0.074	1.48630837607547e-176
Col15a1	1.58435782817065e-179	1.29266094746951	0.578	0.084	2.12478228335965e-175
Wnt5a	1.72282829005644e-179	0.946778972039377	0.46	0.042	2.31048501979469e-175
Mical2	8.04722017868522e-178	0.811581111167962	0.571	0.084	1.07921269816348e-173
Csrp2	1.24478260047172e-176	1.17120357784767	0.713	0.166	1.66937794549263e-172
Unc5b	3.15868013568999e-175	0.865194404663079	0.58	0.088	4.23610592997384e-171
Ddah1	4.53922438926452e-175	0.954214256696051	0.521	0.069	6.08755382844265e-171
Col4a2	3.92723007727305e-174	1.24492605450367	0.8	0.254	5.26680825663089e-170
Plat	7.73912671566563e-174	1.00293433076968	0.844	0.237	1.03789428383792e-169
Selm	1.8210517242978e-172	0.918040380062105	0.683	0.147	2.44221246745578e-168
Akr1b8	1.9999222359398e-171	0.895375572382191	0.647	0.125	2.68209571061887e-167
Tspan4	1.56634384152134e-170	1.09158885357051	0.782	0.229	2.10062372586427e-166
Pdgfra	3.38261343465325e-168	0.843055354093836	0.512	0.062	4.53642287721347e-164
Tmem119	1.46202726264922e-165	0.722616055423236	0.448	0.041	1.96072476193887e-161
Gpr176	2.89623257577793e-165	0.624756246660646	0.373	0.021	3.88413750737579e-161
Gpx8	7.52551746116234e-165	0.851817622013088	0.632	0.126	1.00924714671648e-160
Actg2	7.87520675075943e-165	1.53881377704259	0.353	0.017	1.05614397734435e-160
Fkbp9	1.54707066280623e-163	0.903948389000249	0.732	0.197	2.07477646588944e-159
Creb3l1	1.84234754093437e-163	0.790643261458624	0.654	0.129	2.47077228714708e-159
Mmp9	1.80211763408249e-162	1.42108421107631	0.516	0.068	2.41681995906803e-158
Nbl1	3.43786651403305e-162	1.01465261400232	0.793	0.237	4.61052278196972e-158
Tbx3	1.04667451661516e-161	0.749788984715686	0.453	0.046	1.40369519423259e-157
Inhba	3.13970406270128e-160	0.874886548746416	0.606	0.11	4.21065711848869e-156
Col4a1	2.73736626673606e-158	1.24014756204343	0.829	0.316	3.67108190031973e-154
Kremen1	4.93062188754897e-157	0.899320940118853	0.68	0.167	6.61245701339193e-153
Mxra7	1.40154961645634e-156	0.660446423967232	0.407	0.035	1.8796181906296e-152
C2	2.35849166998067e-156	0.858374235427273	0.461	0.053	3.16297317861107e-152
Crtap	4.99050503930118e-156	0.843656892300571	0.639	0.14	6.69276630820681e-152
Rarres2	1.20562356423545e-153	0.382984851020909	0.632	0.108	1.61686176199616e-149
Lgals1	3.93873920926608e-153	0.885488299870406	0.992	0.607	5.28224315354674e-149
Mtch1	5.04750158405288e-153	0.957452414501523	0.865	0.382	6.76920437437331e-149
Cygb	1.4279177832804e-151	0.956982829157964	0.548	0.086	1.91498053915735e-147
Lrp1	1.83604785676106e-149	0.928982273381098	0.933	0.411	2.46232378070226e-145
Vim	2.34743146303406e-148	0.8918926030487	0.992	0.657	3.14814033507498e-144
Adam19	3.25476309538081e-148	0.704669752886035	0.555	0.091	4.36496278721521e-144
Cd59a	1.35841352039022e-147	0.917891326486341	0.539	0.099	1.82176837219533e-143
Aspn	5.26397351107573e-147	1.04310764020749	0.466	0.06	7.05951487570366e-143
C1s1	1.5621391920557e-146	0.677912014662799	0.64	0.122	2.0949848704659e-142
Brinp3	1.59870448061712e-146	0.513563771885054	0.276	0.005	2.14402257895562e-142
Rbms3	1.95494648067231e-146	0.700594409820385	0.57	0.105	2.62177872522963e-142
Snhg18	2.18785970628401e-146	0.673744100206797	0.521	0.085	2.93413865209748e-142
Fkbp7	1.17866992155392e-145	0.707622211734664	0.432	0.05	1.58071423179596e-141
Vasn	8.64285751958558e-145	0.893142479405969	0.903	0.372	1.15909362195162e-140
Calu	9.38745570949532e-145	0.976359833985674	0.872	0.422	1.25895168520042e-140
Pxdn	9.63959498170105e-144	0.88420808785739	0.693	0.19	1.29276608299593e-139
Tfpi2	2.24775702090139e-143	0.743245874111699	0.562	0.102	3.01446694073085e-139
Clec11a	5.87113521181148e-143	0.635427459003895	0.384	0.034	7.87377943256037e-139
B3gnt9	4.45510808055767e-142	0.537286100889247	0.355	0.026	5.97474544683589e-138
Gfpt2	9.18316912793756e-142	0.553628104427463	0.677	0.145	1.23155481174771e-137
Ikbip	1.0238817569387e-141	0.782519362429229	0.567	0.117	1.37312782423049e-137
Cacna1c	2.07819267584879e-141	0.550295180215334	0.36	0.028	2.78706419758081e-137
Itm2a	5.13320930486799e-141	0.681168312375751	0.511	0.077	6.88414699875846e-137
Ppap2b	1.48597019401253e-140	0.656149554455262	0.622	0.127	1.9928346271902e-136
Srpx	2.06937299454592e-140	0.562021962312782	0.466	0.059	2.77523612298553e-136
Serpine1	3.04426551579664e-140	1.22401533130651	0.796	0.264	4.08266448323487e-136
Pdpn	5.33855799488804e-140	1.04200575027754	0.778	0.25	7.15954012694434e-136
Fibin	1.14329558738454e-139	0.728534223572671	0.406	0.043	1.53327371224141e-135
Tln2	3.7204034596678e-138	0.601178695645908	0.392	0.041	4.98943307976049e-134
Lum	6.67983605007796e-138	0.788093953201328	0.575	0.1	8.95832812675955e-134
Gstm2	1.12298939867845e-137	0.656504437807341	0.447	0.057	1.50604108256766e-133
Stra6	8.19859814791688e-137	0.566758334891326	0.363	0.031	1.09951399761713e-132
Fap	2.77102984563879e-136	0.648083425679554	0.394	0.04	3.71622812598618e-132
Ecscr	1.37802015349628e-135	0.65338588169554	0.43	0.055	1.84806282785387e-131
Copz2	5.75213210199464e-134	0.675328403361068	0.527	0.1	7.71418436198501e-130
Htra3	3.72507736479801e-133	0.606551463420104	0.652	0.147	4.99570125393061e-129
Lama4	8.09690261555242e-133	0.748756536290966	0.593	0.132	1.08587560977174e-128
Cd302	8.22786836315022e-133	0.717366767374812	0.647	0.149	1.10343942618208e-128
Itga11	3.13775515509297e-132	0.643597306805686	0.351	0.03	4.20804343849518e-128
Sema7a	7.17173269616711e-131	0.714914214162714	0.535	0.106	9.61801071882971e-127
Fmod	8.82876540527293e-131	1.04569451776979	0.278	0.011	1.18402572850115e-126
Plac8	7.50591300713918e-130	0.699318173290963	0.525	0.095	1.00661799338743e-125
Mmp14	8.15673742963051e-130	0.894676901531481	0.736	0.241	1.09390005668775e-125
Pdia5	3.60928850218416e-129	0.600777139530898	0.397	0.048	4.84041681027917e-125
Tcf4	4.35016386770027e-129	0.845204239701988	0.732	0.236	5.83400476297283e-125
Chpf	1.8862709359121e-128	0.779230158791862	0.621	0.164	2.52967795215172e-124
X1500015O10Rik	5.6025018452697e-128	1.02439060465272	0.704	0.197	7.5135152246912e-124
Sdc2	5.4095566890035e-127	0.80902008407394	0.622	0.165	7.2547564756226e-123
Il1rl1	5.46077560295586e-126	1.0033150668452	0.529	0.103	7.32344616112411e-122
Adamts7	6.62817379851595e-126	0.648398643059909	0.376	0.043	8.88904388118975e-122
Txndc5	1.8984063359809e-125	0.831886183152139	0.773	0.297	2.54595273718398e-121
Lamb1	3.40246563463016e-125	0.805885640675469	0.778	0.263	4.56304666260251e-121
Itga5	6.25602298446766e-125	0.6868162069429	0.631	0.164	8.38995242446958e-121
Timp1	3.73605181790545e-124	0.835936489450597	0.897	0.359	5.010419092993e-120
Adgra3	2.99237504877861e-123	0.484362913566003	0.376	0.042	4.01307417791699e-119
Cald1	9.15087325069764e-123	0.899687897492454	0.823	0.344	1.22722361165106e-118
Flnc	1.76498047305775e-122	0.90965631804359	0.563	0.127	2.36701531241775e-118
Col8a2	4.14850596583631e-122	0.522521739083828	0.259	0.01	5.56356135078307e-118
Vkorc1	4.98612434510666e-122	0.812560794473089	0.724	0.247	6.68689135922254e-118
Timp2	1.85072672264522e-121	0.751496328337723	0.898	0.393	2.48200960773951e-117
Clip3	3.37463525852658e-121	0.482539840118516	0.319	0.026	4.52572334520999e-117
Itga1	4.2052229432819e-121	0.496728684769677	0.287	0.017	5.63962448923536e-117
Aldh1a2	1.15293225385354e-120	1.05518744359024	0.266	0.013	1.54619744564298e-116
Tnfrsf21	2.60441506722134e-120	0.959633196851485	0.585	0.155	3.49278104665054e-116
Gpr153	7.12762780846085e-120	0.735716789145227	0.555	0.132	9.55886165392684e-116
Mark1	6.97357997067387e-119	0.498387988560059	0.371	0.044	9.35226809867072e-115
Ptprv	4.72492828118115e-117	0.745712722224296	0.383	0.051	6.33660131789203e-113
F2r	8.12830709548064e-117	0.764203738371982	0.524	0.115	1.09008726457491e-112
Lrrc17	8.34275558825182e-117	0.610214303769661	0.376	0.046	1.11884695194045e-112
Rgcc	1.96502900868347e-116	0.725114241064937	0.567	0.129	2.6353004035454e-112
Crispld2	4.37004494703272e-116	0.816868115095603	0.767	0.257	5.86066727846559e-112
Laptm4a	4.70472473703088e-116	0.760245826402753	0.939	0.629	6.30950634483212e-112
Papss2	4.79513720304067e-116	0.455587359452578	0.325	0.031	6.43075850299784e-112
Col16a1	3.64472884702478e-115	0.73354899291213	0.787	0.287	4.88794585674493e-111
Kdelr2	1.06331328920714e-113	0.825861685028801	0.819	0.378	1.42600945215569e-109
Cdr2l	1.1784593286753e-113	0.551468262183273	0.383	0.053	1.58043180568645e-109
Adam12	1.67649649126822e-113	0.730267429111935	0.483	0.099	2.24834944443981e-109
Tgfb1i1	1.89234370179162e-113	0.530523431786288	0.363	0.045	2.53782213847274e-109
Fbln7	2.34023580251844e-113	0.605130034809307	0.345	0.038	3.13849023475748e-109
Slco4a1	9.00300562223153e-113	0.73710991914241	0.317	0.031	1.20739308399747e-108
Nxn	1.84356787110859e-112	0.679838935025768	0.56	0.142	2.47240887194374e-108
Osr2	2.91745707640321e-112	0.595878498185485	0.323	0.032	3.91260168516435e-108
Maged1	3.69188138630217e-112	0.803974082761614	0.862	0.407	4.95118212716984e-108
Tfpi	7.92013902905738e-112	0.4545275670936	0.384	0.052	1.06216984518689e-107
Wnt11	1.30610986721597e-111	0.577380958717303	0.424	0.071	1.75162394292333e-107
Crlf1	2.13796262718065e-111	0.983556903146858	0.461	0.09	2.86722167931198e-107
Nfatc4	3.66375789210049e-111	0.455991800439314	0.314	0.03	4.91346570909597e-107
Dnm1	4.65493307484673e-111	0.502097604255197	0.374	0.049	6.24273074667695e-107
Slit2	4.74959091983489e-111	0.604175130182587	0.376	0.052	6.36967638259057e-107
Chst11	1.19312316190457e-109	0.794749788317748	0.593	0.165	1.60009747243023e-105
Tspan6	1.4888168325883e-109	0.59774913234373	0.394	0.062	1.99665225418416e-105
Tgfb3	3.86925001141501e-109	0.722270600519434	0.475	0.101	5.18905119030866e-105
Lamc1	4.14770979522092e-109	0.669828295662846	0.642	0.198	5.56249360637077e-105
Pdlim2	5.03643950322789e-109	0.542768265801698	0.424	0.075	6.75436901777893e-105
Bace1	3.49972154566344e-108	0.53763346605683	0.399	0.066	4.69347656488924e-104
Il1r1	4.5723866532948e-108	0.635748491317254	0.501	0.105	6.13202774073365e-104
Dcakd	6.60904958446792e-108	0.654800551701704	0.514	0.123	8.86339639772992e-104
P4hb	1.58008204795425e-107	0.665754845663913	0.967	0.723	2.11904803451144e-103
Bicc1	1.70176399402118e-107	0.446184008656818	0.333	0.039	2.2822356923818e-103
Ptgfrn	2.82282957658664e-107	0.744225939343902	0.642	0.207	3.78569674516034e-103
Palld	4.85925071234808e-107	0.876766366745049	0.752	0.304	6.51674113033001e-103
Ednra	1.28635692653374e-105	0.462289001999557	0.297	0.028	1.72513327417439e-101
Rrbp1	2.0225068692265e-105	0.725054482171827	0.898	0.5	2.71238396231967e-101
Fhl1	3.49065088871987e-105	0.640154656259075	0.325	0.039	4.68131190686221e-101
Ak1	6.64724126908363e-105	0.722374895150446	0.8	0.328	8.91461526596806e-101
Slc6a8	6.81343923813734e-105	0.803513213001016	0.724	0.274	9.13750336226598e-101
Gpm6b	1.05198681787852e-103	0.649405597478694	0.488	0.11	1.41081952145688e-99
H2.D1	1.07086516017387e-103	-1.13921036996335	0.9	0.909	1.43613726630918e-99
Arhgef25	1.21807746066305e-103	0.475460681623591	0.443	0.086	1.63356368249522e-99
Htra1	2.0099298311193e-103	0.779246922824116	0.708	0.231	2.69551689651409e-99
Igfbp2	2.19931946301997e-103	1.37108541061026	0.376	0.062	2.94950733185609e-99
Mmp19	1.74680309986574e-102	0.477133701513292	0.782	0.259	2.34263763722994e-98
Itgb1	1.85693526256406e-102	0.690929354861582	0.926	0.64	2.49033588062466e-98
Hspb8	4.96810749689219e-102	0.705142311483648	0.722	0.248	6.66272896408212e-98
Fth1	5.00739404389027e-102	-1.54971641532121	0.979	0.961	6.71541615226124e-98
Msx1	1.68212463443638e-101	0.456889920710757	0.251	0.017	2.25589734724263e-97
Frmd6	3.5933982477494e-101	0.679738274859975	0.626	0.202	4.81910639005672e-97
C1ra	4.22778918869414e-101	0.476709088168798	0.44	0.081	5.66988808095771e-97
Gramd3	5.21911037497443e-101	0.56143944371392	0.514	0.127	6.99934892387821e-97
Ptk7	6.18983392638511e-101	0.617398227191181	0.502	0.123	8.30118627867508e-97
Samd4	1.03493477476813e-100	0.566048852628698	0.458	0.098	1.38795102644154e-96
Colgalt1	3.89074879191252e-100	0.666296696484001	0.649	0.225	5.21788320483389e-96
Pkd2	2.46523719829679e-99	0.584360419211424	0.432	0.09	3.30612960663583e-95
Lpar1	8.67402283891232e-99	0.573607251002632	0.468	0.097	1.16327320292653e-94
Cacna1g	2.13524447478129e-98	0.45116842947736	0.291	0.03	2.86357636512918e-94
H6pd	2.49166530422302e-98	0.531361900311556	0.381	0.066	3.3415723394935e-94
Sfrp2	7.87024655224493e-98	0.733399636281252	0.374	0.059	1.05547876512157e-93
Abi3bp	1.02694186919791e-97	0.817060185687817	0.406	0.072	1.37723174078132e-93
Ace	2.13092603732736e-97	0.858895520419185	0.445	0.094	2.85778490865972e-93
Fam20a	4.3943691008486e-97	0.634028728193954	0.458	0.102	5.89328840114806e-93
Vcan	6.2137286629488e-97	0.613556219428399	0.631	0.198	8.33323150988064e-93
Parva	3.59898158051201e-96	0.668351962938472	0.616	0.203	4.82659419762466e-92
S1pr3	4.51521401888763e-96	0.652229175168354	0.363	0.057	6.05535352073019e-92
Cthrc1	5.08538466828065e-96	0.729793830731504	0.376	0.064	6.82000937863118e-92
Lsp1	6.14830533536708e-96	0.520789375427036	0.644	0.188	8.2454922852608e-92
Piezo2	6.46249371300939e-96	0.420836672395596	0.287	0.031	8.6668503185169e-92
Ccl11	1.60155791283252e-95	1.05722705003907	0.36	0.059	2.1478493168997e-91
Fermt2	2.35856659295209e-95	0.738402827885119	0.696	0.262	3.16307365780805e-91
Cnn3	5.73741597223745e-95	0.705070074657042	0.813	0.379	7.69444856036764e-91
Maged2	7.83942461600018e-95	0.601955606160051	0.511	0.134	1.05134523525178e-90
Gng11	3.25005754305138e-94	0.568482011329472	0.529	0.136	4.35865217098621e-90
Mgll	5.76635620823646e-94	0.821234799573034	0.475	0.119	7.73326031086592e-90
Pofut2	9.85009550000281e-94	0.651309661398787	0.722	0.292	1.32099630750538e-89
Ctgf	3.04448250216775e-93	1.07024703115003	0.514	0.141	4.08295548365716e-89
Fxyd6	2.64364697714429e-92	0.75488533737015	0.448	0.105	3.54539496104821e-88
Spsb1	5.02109286861887e-92	0.707032934063463	0.678	0.257	6.73378764610476e-88
Ebf1	7.38090101514194e-92	0.411938051246801	0.346	0.052	9.89852635140685e-88
Dram1	7.70123269303158e-92	0.567305913319228	0.424	0.09	1.03281231646246e-87
Tmem45a	8.20637917719788e-92	0.45722907474561	0.289	0.034	1.10055751145401e-87
Sphk1	1.54893025648104e-91	0.637690209910428	0.695	0.263	2.07727036696672e-87
Rsbn1	3.15278487455083e-91	0.635674585994644	0.555	0.163	4.22819979526011e-87
Pdzrn3	1.59957198056093e-90	0.598031743940453	0.466	0.116	2.14518598313027e-86
Cercam	2.23756166644724e-90	0.452774414295504	0.355	0.06	3.0007939508724e-86
Tpm1	2.81483118709121e-90	0.868931720085728	0.88	0.48	3.77497010500802e-86
Twist1	3.39705730047887e-90	0.475186008477614	0.453	0.103	4.55579354567222e-86
Myadm	3.52632617409213e-90	0.734187409533253	0.759	0.341	4.72915603207495e-86
P3h4	9.36520837078091e-90	0.558786380449185	0.415	0.09	1.25596809460543e-85
Ext1	3.0373832734648e-89	0.64798402309725	0.757	0.325	4.07343470804364e-85
Fkbp14	3.53494008709742e-89	0.481993393910552	0.355	0.063	4.74070815080635e-85
Atf5	4.19014005136653e-89	0.626835967484312	0.637	0.225	5.61939682288766e-85
Aoc3	4.4617613586963e-89	0.451926842570227	0.319	0.046	5.98366815814761e-85
Prss23	1.00241202209436e-88	0.778309101932365	0.594	0.198	1.34433476283075e-84
Lrrc32	2.170316160159e-88	0.547188021712343	0.378	0.069	2.91061100238923e-84
Dcbld2	3.43287234241963e-88	0.564763125025547	0.491	0.131	4.60382509841897e-84
Ddr2	4.26819591798517e-87	0.38305716995512	0.366	0.063	5.72407754560991e-83
Svep1	1.00150861363644e-86	0.407704614238636	0.322	0.047	1.34312320174783e-82
Pros1	1.57653239313797e-86	0.643142385804098	0.667	0.248	2.11428759243733e-82
Ltbp2	1.99189365252688e-86	0.841545577669133	0.476	0.127	2.6713285774038e-82
Wls	5.93144822353811e-86	0.643203704821525	0.685	0.275	7.95466521258696e-82
Gpc3	6.6353492003864e-85	0.482191144826249	0.322	0.049	8.8986668126382e-81
X2310022B05Rik	1.00949348000493e-84	0.545744952047845	0.456	0.118	1.35383170603461e-80
Rcn2	7.96907818465032e-84	0.651370924468845	0.596	0.215	1.06873307534346e-79
Tmem263	1.30967418997677e-83	0.547324746727715	0.442	0.114	1.75640405617785e-79
Eva1a	3.48799135450717e-83	0.552155341218206	0.315	0.053	4.67774520552956e-79
Zcchc24	6.27197571676864e-83	0.474551987217576	0.417	0.094	8.41134663375842e-79
Pkd1	1.19840881718751e-82	0.508424886124002	0.45	0.117	1.60718606473016e-78
Rab31	1.84739233087371e-82	0.600448613297722	0.619	0.226	2.47753785493474e-78
Rhoj	3.65833321625096e-82	0.5577448300748	0.374	0.076	4.90619067631416e-78
