p_val	avg_logFC	pct.1	pct.2	p_val_adj
Pmepa1	7.25614730186487e-49	-1.6925688804503	0.122	0.827	9.73121914653097e-45
Rps14	3.99889768159708e-48	-1.33155440272757	0.238	0.938	5.36292168078984e-44
Rpl23	5.67611784719205e-48	-1.42427851249905	0.143	0.856	7.61224164486925e-44
Rps15	6.03931066965702e-48	-1.39610362050544	0.218	0.923	8.09931953907703e-44
Gnas	1.02400891813961e-47	-1.51276920872485	0.136	0.842	1.37329836011703e-43
Hsp90ab1	1.2166264650947e-47	-1.3279199942743	0.231	0.925	1.6316177523385e-43
Eef2	2.71264382844627e-47	-1.34130163353143	0.224	0.913	3.6379266383293e-43
Il1a	9.51420653070526e-47	2.86235553309244	0.49	0.12	1.27595023783288e-42
Ifitm1	1.59013272765035e-46	2.53098336529342	0.401	0.077	2.13252700105188e-42
Rpl41	1.66411279875609e-46	-1.34426580248768	0.252	0.92	2.23174167441179e-42
Rpl21	6.61891769901147e-46	-1.54559393876801	0.109	0.804	8.87663052614428e-42
Cd300lf	2.26625163468854e-45	1.96926782493034	0.361	0.063	3.0392700672808e-41
Rpl11	8.63012978314731e-45	-1.29247523876313	0.15	0.869	1.15738670521789e-40
Rpl19	1.11303371229086e-44	-1.34115470207059	0.15	0.825	1.49268951155327e-40
Cd53	1.21699445769294e-44	2.05558106660818	0.68	0.285	1.632111267212e-40
Rpl9	4.02295829678382e-44	-1.24055423124019	0.177	0.874	5.39518937181678e-40
Rps4x	4.45653074361752e-44	-1.51683073110786	0.075	0.745	5.97665338026545e-40
Rps8	1.68165568217286e-43	-1.20551501974659	0.177	0.875	2.25526843536202e-39
Rpl18a	3.56491966265375e-43	-1.29161575258054	0.245	0.907	4.78091375958494e-39
Fth1	3.74178004846499e-43	1.63580308133803	0.952	0.965	5.0181012229964e-39
Rpl3	7.90775717467833e-43	-1.44191909354523	0.095	0.778	1.06050931469611e-38
Rpl31	8.05459210467643e-43	-1.21120529170513	0.177	0.855	1.08020134715816e-38
Rps18	1.41797211821643e-42	-1.49249010009735	0.109	0.783	1.90164240774006e-38
Rpl7a	7.95471436855788e-42	-1.24806260449575	0.156	0.846	1.0668067439673e-37
Rpl28	1.24995257420865e-41	-1.16334187227844	0.19	0.85	1.67631139727122e-37
Tyrobp	1.66694032669806e-41	1.77760585890502	0.619	0.209	2.23553367213476e-37
Rps16	1.80494833867464e-41	-1.25427953097097	0.15	0.832	2.42061621699656e-37
Ppib	4.74049731247558e-41	-1.34822669580891	0.095	0.759	6.357480945761e-37
Rpl7	5.7071323396555e-41	-1.28756892066443	0.116	0.793	7.65383518071199e-37
Eef1b2	7.28888057640702e-41	-1.3008175064218	0.156	0.832	9.77511774101945e-37
Rps11	7.48778276914507e-41	-1.29943594377471	0.15	0.818	1.00418654717004e-36
Anxa5	2.12312551066668e-40	-1.18922871909743	0.122	0.783	2.84732362235508e-36
Uba52	2.55911360579157e-40	-1.332069423774	0.17	0.828	3.43202725672707e-36
Rpl14	4.06632149383272e-40	-1.18396334718626	0.15	0.818	5.45334375537906e-36
Rpl22	1.90274669566576e-39	-1.30895502395633	0.088	0.736	2.55177359355735e-35
Rplp2	2.2769258859076e-39	-1.15645345663519	0.299	0.928	3.05358530559068e-35
Ly6e	3.21010972345523e-39	-1.36674176081367	0.163	0.827	4.30507815012581e-35
Rps3a1	4.07921398629457e-39	-1.12347639374475	0.156	0.827	5.47063387701964e-35
Rpl36a	4.86821046641355e-39	-1.59785967137943	0.027	0.638	6.52875705650722e-35
Mt1	9.26739914191046e-39	-1.57680333995678	0.122	0.754	1.24285089892161e-34
Rps7	1.06114028284163e-38	-1.12232737827875	0.095	0.753	1.42309523331891e-34
Rps27a	1.13731410120265e-38	-1.20429071839454	0.15	0.815	1.52525194112287e-34
Rps3	1.42339206246288e-38	-1.03896732376832	0.361	0.949	1.90891109496897e-34
Rps26	1.97770974128138e-38	-1.14994975285854	0.306	0.912	2.65230653403245e-34
Rpl18	2.82670988268327e-38	-1.02331954614975	0.156	0.829	3.79090062366653e-34
Rpl23a	2.93808740668754e-38	-1.04519375870833	0.177	0.855	3.94026902110866e-34
Rps10	6.34698348573677e-38	-0.976868257271151	0.17	0.857	8.51193955272158e-34
Rps19	7.57500302249885e-38	-0.958626734368891	0.245	0.902	1.01588365534732e-33
Nme2	2.33864543828266e-37	-1.38494222542301	0.068	0.686	3.13635739728088e-33
S100a10	2.71690370840513e-37	-1.35651693707519	0.116	0.746	3.64363956334213e-33
Lgals1	2.83366133217007e-37	-1.92954224673866	0.109	0.71	3.80022321257328e-33
Cd81	2.87194990486613e-37	-1.30273719715501	0.088	0.722	3.85157201741597e-33
Rps23	4.19665301837692e-37	-1.08755443356483	0.15	0.79	5.62813136294528e-33
Emp1	9.23921737200717e-37	-1.30427951497506	0.163	0.779	1.23907144175988e-32
Rpl5	1.26440943161322e-36	-1.24337721535358	0.082	0.693	1.69569948873649e-32
Atp5b	1.9352501080282e-36	-1.21813413435561	0.122	0.762	2.59536391987662e-32
Rpl10	7.0360897294769e-36	-1.22683740009026	0.109	0.734	9.43609993620147e-32
Rpl8	1.55236158874837e-35	-0.972269662928388	0.252	0.903	2.08187212667045e-31
Rpl37	1.82220477229622e-35	-0.956788976742186	0.19	0.843	2.44375882012646e-31
Mfge8	2.04840573050442e-35	-1.98986654817008	0.075	0.648	2.74711692517947e-31
Rpl6	2.08730335790046e-35	-1.13729365589708	0.109	0.731	2.79928253328031e-31
Crip1	4.69354515245476e-35	-1.54313032653557	0.102	0.705	6.29451340395708e-31
Slc7a11	5.94410115846732e-35	2.09886033932233	0.354	0.079	7.97163406362053e-31
Tnfrsf12a	7.65628540178862e-35	-1.45813499954371	0.082	0.685	1.02678443523387e-30
Rps15a	1.24955995706619e-34	-0.855410139812413	0.136	0.779	1.67578485842147e-30
Calr	1.29517343159205e-34	-0.931606813688393	0.163	0.826	1.7369570891081e-30
Eif3f	1.30949250604409e-34	-1.19183525359953	0.082	0.683	1.75616039985573e-30
Laptm4a	1.54912603621218e-34	-1.26210773023336	0.116	0.717	2.07753292716415e-30
Npc2	1.56549236909548e-34	-1.1922032041663	0.122	0.739	2.09948181619394e-30
Rpl36	2.46364074537303e-34	-1.00619338409433	0.19	0.822	3.30398860361977e-30
Npm1	4.0608566919674e-34	-1.05669282825298	0.082	0.696	5.44601490959748e-30
Rps6	5.21089598111051e-34	-1.2952379416129	0.054	0.636	6.98833260026731e-30
Rps2	1.38854527323547e-33	-0.896306604352243	0.224	0.853	1.86217806593609e-29
Upp1	1.80199371770885e-33	2.22397520290032	0.401	0.106	2.41665377481934e-29
Rpl37a	3.84414095143254e-33	-0.744671856758971	0.122	0.743	5.15537742996618e-29
Tagln2	2.12411249279097e-32	-1.04324825383765	0.204	0.817	2.84864726408197e-28
Rpl17	2.14592845728562e-32	-0.932328761795467	0.218	0.846	2.87790465406574e-28
Capns1	3.32613114474534e-32	-0.885403545962053	0.129	0.737	4.46067447821798e-28
Rps29	3.43719507664275e-32	-0.841247944324237	0.218	0.842	4.60962231728559e-28
Hdlbp	3.64807992722224e-32	-1.13996854650665	0.088	0.667	4.89243999039775e-28
Rps9	7.26950458323795e-32	-0.962035430820257	0.388	0.942	9.74913259658041e-28
Rps17	9.18354146056515e-32	-0.892186608903154	0.211	0.828	1.23160474527639e-27
Arg2	9.45369312551154e-32	1.75372487920282	0.286	0.055	1.26783478506235e-27
Rps13	9.65864789873995e-32	-0.84596001461655	0.184	0.812	1.29532126970002e-27
Fosb	1.53559083823179e-31	-1.39446990194973	0.082	0.643	2.05938087315265e-27
Tpm1	1.8613709346237e-31	-1.59234344048168	0.034	0.583	2.49628456042385e-27
Itm2b	2.00387769157792e-31	-0.950544323360281	0.218	0.854	2.68740037217515e-27
Tpt1	2.06065082329483e-31	-0.86235941366594	0.469	0.931	2.7635388191207e-27
Rps28	3.17086768617512e-31	-1.06102734610055	0.048	0.594	4.25245065392945e-27
Rpl39	3.38719513237618e-31	-0.720767858260218	0.075	0.646	4.5425673920297e-27
Ybx1	5.21198663198529e-31	-1.05361613632829	0.102	0.691	6.98979527215548e-27
Sep15	6.0699661643568e-31	-0.850001785858935	0.088	0.661	8.14043162301891e-27
Itgb1	1.66609477500324e-30	-1.10411038343972	0.15	0.723	2.23439970275684e-26
Atp5d	3.29054225987524e-30	-0.956527599812526	0.109	0.672	4.41294622471869e-26
Rps25	3.39046740524506e-30	-0.912061796860964	0.136	0.719	4.54695583717416e-26
Naca	7.15526010970833e-30	-0.965392746170733	0.109	0.69	9.59591933312984e-26
Pdia6	7.45655737016294e-30	-1.0774011968198	0.068	0.623	9.99998908912552e-26
Rps27l	7.97742620381806e-30	-1.15593158425547	0.068	0.604	1.06985262819404e-25
Akr1a1	9.86850897390304e-30	-0.99237122175999	0.122	0.693	1.32346573849014e-25
Cox4i1	1.02253185135789e-29	-0.703531140310246	0.184	0.795	1.37131746585607e-25
Pabpc1	2.42496760888987e-29	-0.799156871516476	0.245	0.858	3.2521240602822e-25
Rpl27a	2.66749717407647e-29	-0.848337410001275	0.102	0.662	3.57738046015395e-25
Ddb1	4.07543660237512e-29	-1.01819023692109	0.088	0.64	5.46556802744528e-25
Ctsl	5.42318400193276e-29	-0.968037530522456	0.102	0.673	7.27303206499202e-25
Atp5g3	5.70803255287277e-29	-0.930446044316203	0.102	0.644	7.65504245665767e-25
Rpl24	5.80944855984743e-29	-0.903179958846758	0.068	0.603	7.79105146361139e-25
Serpinh1	6.34829101468154e-29	-2.15644328450751	0.034	0.541	8.51369307978941e-25
Tmsb10	9.01400792725083e-29	-1.24792760404804	0.075	0.606	1.20886860312361e-24
Eef1g	9.4205932368328e-29	-1.08423452310807	0.048	0.581	1.26339575899165e-24
Mt2	1.02620913876916e-28	-1.94830461257693	0.054	0.569	1.37624907600332e-24
Vim	1.26217570709079e-28	-1.18139684474949	0.211	0.746	1.69270384077946e-24
Ahnak	1.46755184573737e-28	-1.04200377597748	0.156	0.732	1.96813378031839e-24
Ptms	2.26669919014078e-28	-1.01844396143638	0.075	0.612	3.03987028389781e-24
Rpl14.ps1	2.44435585227192e-28	-1.14813223599436	0.061	0.584	3.27812563348188e-24
Tmed9	2.52230769326229e-28	-0.895386744183342	0.075	0.605	3.38266684743406e-24
Rtn4	3.08814392480122e-28	-0.754657715709148	0.143	0.716	4.14150981755092e-24
Hsp90b1	3.99323403562558e-28	-0.959830087621957	0.163	0.728	5.35532616517747e-24
Rbp1	5.92940739908933e-28	-1.70674484508245	0.048	0.549	7.9519282629187e-24
Samsn1	8.27614889484363e-28	1.89420303686906	0.306	0.071	1.10991432828748e-23
Maged1	1.29286546695611e-27	-1.31704211299766	0.027	0.518	1.73386187773483e-23
Lamp1	1.74077270420356e-27	-0.937575829811257	0.156	0.709	2.3345502736074e-23
Igfbp7	2.42531094092008e-27	-2.5826182036195	0.061	0.551	3.25258450286792e-23
Bmp1	3.03172686076721e-27	-1.75609985112445	0.034	0.518	4.06584889297491e-23
Arf4	3.98662131966274e-27	-0.778278602768517	0.15	0.72	5.3464578517997e-23
Rpl27	4.00391766404424e-27	-0.858703018280309	0.082	0.599	5.36965397924973e-23
Sparc	4.3462559970239e-27	-2.76790619839283	0.102	0.583	5.82876391760875e-23
Fam129b	6.43161373554213e-27	-0.806457719537002	0.109	0.65	8.62543718073556e-23
Fgfr1	1.38498472888036e-26	-1.49968679761276	0.068	0.554	1.85740301990145e-22
Ssr4	1.68904744300193e-26	-0.831230791225925	0.088	0.607	2.26518152580989e-22
Sdc4	1.73956085725072e-26	-1.28436105316861	0.095	0.596	2.33292506565894e-22
Flna	2.1566956561479e-26	-0.73764632480529	0.143	0.696	2.89234454445995e-22
Psmb1	2.25637041452896e-26	-0.991315456508078	0.082	0.589	3.02601836292479e-22
Actn4	2.45229780829102e-26	-0.863875705209232	0.109	0.653	3.28877659069909e-22
Eif3h	3.29569769563092e-26	-0.851679478067185	0.075	0.585	4.41986017961063e-22
Ppp1ca	3.3293586978855e-26	-0.598875242401209	0.109	0.64	4.46500294973425e-22
Rpn2	4.07792095484456e-26	-0.967640233924753	0.048	0.54	5.46889979254203e-22
Fbln2	4.7787067478742e-26	-1.91688421469662	0.027	0.508	6.40872361957409e-22
Cox6a1	4.94444766569915e-26	-0.757234305875544	0.184	0.734	6.63099876446914e-22
Bcl2a1b	5.46298861532183e-26	1.88544851281084	0.374	0.114	7.3264140320081e-22
Pttg1ip	5.61432495833009e-26	-0.999036978687722	0.068	0.57	7.52937120161648e-22
Tmem176b	6.69156515096994e-26	-1.08191206745031	0.068	0.562	8.97405802396579e-22
Anxa2	1.05702067792816e-25	-0.767985181044201	0.211	0.764	1.41757043116946e-21
Anxa1	2.62317601225081e-25	-1.01465322182331	0.252	0.78	3.51794135002957e-21
Rpl10a	2.74006825581502e-25	-0.806748114488017	0.068	0.561	3.67470553787352e-21
Hnrnpab	3.14039966511238e-25	-0.602450970941103	0.177	0.763	4.21158999088222e-21
Itm2c	4.33444558571274e-25	-0.871397712214203	0.109	0.611	5.81292497499936e-21
Prdx1	4.41407334998399e-25	-0.536743766738672	0.163	0.728	5.91971376966353e-21
Vcp	4.87332338708406e-25	-0.802831580229219	0.088	0.6	6.53561399441843e-21
Pcbp2	5.12720865780166e-25	-0.650726818948132	0.136	0.68	6.8760995309778e-21
Gas5	5.43791973469708e-25	-0.643892317593177	0.088	0.586	7.29279415620225e-21
Dync1h1	5.89527807194406e-25	-1.03600329829517	0.054	0.53	7.90615742228418e-21
Prkar1a	6.26095793501128e-25	-0.698555478959074	0.143	0.675	8.39657068664362e-21
S100a6	1.06147606815915e-24	-1.19691275966091	0.286	0.782	1.42354555500824e-20
Ccr1	1.22309586465262e-24	1.84137407513968	0.456	0.177	1.64029386408562e-20
Atp2a2	1.80144348295565e-24	-0.783565586718895	0.088	0.595	2.41591585499182e-20
Cct2	1.81552371350657e-24	-1.01871576118812	0.054	0.533	2.43479885218366e-20
Tubb5	2.02983860663982e-24	-0.947877741176356	0.075	0.573	2.72221655536467e-20
Vasn	2.06379067533528e-24	-1.37290982788357	0.041	0.496	2.76774967469215e-20
Rrbp1	3.01496997791906e-24	-0.802003509967802	0.102	0.6	4.04337623738725e-20
Sec61a1	4.2842554469268e-24	-0.794665464359811	0.088	0.581	5.74561497987353e-20
Atp5a1	4.99773574281217e-24	-0.619956956132833	0.122	0.647	6.7024634046854e-20
Tcf25	6.91057020472191e-24	-0.937917535426084	0.061	0.526	9.26776570155255e-20
Lrp1	8.7530637732792e-24	-1.17639346830119	0.075	0.533	1.17387338263447e-19
Nucb1	8.88143625139733e-24	-0.964092564541391	0.061	0.519	1.1910894156749e-19
Flnb	9.2533730464348e-24	-0.908430337743676	0.054	0.534	1.24096985925737e-19
Piezo1	9.71237144276321e-24	-0.999919923150414	0.088	0.559	1.30252613418897e-19
Eif3b	1.02562017460786e-23	-0.946306647438997	0.048	0.513	1.3754592161666e-19
Marcksl1	1.25608023830554e-23	1.79703940166442	0.694	0.549	1.68452920759157e-19
Hmgn1	1.29182187421095e-23	-0.958497684871294	0.048	0.512	1.7324623155043e-19
Fkbp1a	1.57269641897954e-23	-0.904503576097627	0.075	0.551	2.10914316749347e-19
Rhoc	2.01242826322193e-23	-0.883922134976618	0.048	0.512	2.69886754380693e-19
Rab1	2.87024029959896e-23	-0.685223055821267	0.136	0.65	3.84927926579216e-19
Trim28	3.10472170660849e-23	-0.815947917815304	0.054	0.509	4.16374228073264e-19
Rpl22l1	3.6000858545234e-23	-0.937864175590251	0.061	0.522	4.82807513950133e-19
Bsg	3.62710361608046e-23	-0.453333747626302	0.163	0.705	4.86430865952551e-19
Bag3	3.70652541406255e-23	-0.970355939659389	0.041	0.495	4.97082123279928e-19
Eef1d	3.9032499620241e-23	-0.967300112905214	0.048	0.499	5.23464852407052e-19
Sfr1	4.00183369492843e-23	-1.03095559800631	0.054	0.519	5.36685916826851e-19
Uqcrh	4.28874145059042e-23	-0.56771767503247	0.109	0.61	5.75163115938681e-19
Plec	4.29270239062299e-23	-0.923382264205613	0.082	0.566	5.75694317606449e-19
Hint1	4.74422644897854e-23	-0.84768972112323	0.088	0.557	6.36248209072511e-19
Rpl35	5.18125950442622e-23	-1.00740187646319	0.041	0.486	6.94858712138601e-19
Slc25a3	5.3941247749191e-23	-0.644376260543275	0.238	0.814	7.234060735644e-19
Errfi1	5.90752622310717e-23	-1.09732440479017	0.075	0.541	7.92258341780903e-19
Rpl15	6.40860898144853e-23	-0.961731264490033	0.048	0.498	8.59458550502062e-19
Mtch1	6.56377483941216e-23	-0.979218644060926	0.048	0.496	8.80267843713564e-19
Fn1	6.69581816915261e-23	-1.63567880856131	0.116	0.566	8.97976174665056e-19
Hspa9	6.85420997984088e-23	-0.671321678765194	0.095	0.586	9.1921810039646e-19
Tubb6	7.07928121286568e-23	-0.878120078622369	0.082	0.551	9.49402403457417e-19
Atf4	7.39236574730911e-23	-0.521664841277004	0.204	0.749	9.91390170371624e-19
Wbp5	8.81976263889608e-23	-0.780000124343525	0.075	0.538	1.18281836750235e-18
Myl6	9.55615619469619e-23	-0.670656782568819	0.122	0.613	1.28157610727071e-18
Rpl37rt	1.23217606105468e-22	-0.661416652240391	0.136	0.644	1.65247131548043e-18
Itgb5	1.32895747399552e-22	-1.04465601326941	0.048	0.483	1.78226486837539e-18
Rnf149	1.37740784188871e-22	1.64665073124673	0.687	0.528	1.84724165675695e-18
Chchd2	1.40416830445368e-22	-0.551071061549483	0.204	0.749	1.88313011310283e-18
Sdc1	1.60504689789102e-22	-1.16502884154465	0.068	0.529	2.15252839476165e-18
Cnn3	1.70072098347624e-22	-0.717002246451333	0.041	0.483	2.28083691093998e-18
Hnrnpa0	1.97356143799234e-22	-0.691781610668605	0.075	0.53	2.64674324449153e-18
Nedd8	2.67226568855538e-22	-0.796496747363793	0.061	0.508	3.58377551492162e-18
Hspe1	2.75177052385531e-22	-1.00276364752671	0.054	0.492	3.69039944954236e-18
Sec61b	2.89935542972909e-22	-0.854173560001462	0.082	0.539	3.88832556680968e-18
Cd274	3.30899734690094e-22	2.08354200479612	0.367	0.125	4.43769634192885e-18
Serp1	3.32264672052617e-22	-0.585389631683881	0.143	0.641	4.45600151689764e-18
Tnf	3.43424353358196e-22	3.25523953501816	0.408	0.156	4.60566400288677e-18
Aebp1	3.57837691774374e-22	-1.94716449969466	0.02	0.437	4.79896128438612e-18
Tuba1a	3.91670569237573e-22	-1.00885585711583	0.054	0.509	5.25269400404508e-18
Kdelr2	4.32884707263547e-22	-0.977047105630426	0.048	0.483	5.80541680911142e-18
Calu	4.60885664796939e-22	-0.970923916336332	0.075	0.53	6.18093765059175e-18
Pxdc1	4.94579676061906e-22	-0.933480817892117	0.054	0.499	6.63280803566622e-18
App	4.95842768732135e-22	-0.472088999649536	0.156	0.685	6.64974737146666e-18
Cnbp	5.17744635724902e-22	-0.628287673109496	0.163	0.686	6.94347330970666e-18
Tspan3	6.60404500446146e-22	-0.590273211905276	0.027	0.45	8.85668475548327e-18
Pfdn5	6.98805753114959e-22	-0.546184833069776	0.122	0.611	9.37168395502472e-18
Cox6c	7.25472978792228e-22	-0.866706565251157	0.075	0.527	9.72931811858257e-18
Ybx3	7.29577744839685e-22	-0.77413063784548	0.068	0.529	9.78436713604501e-18
Tsc22d1	1.26098357680073e-21	-1.33097399448315	0.027	0.444	1.69110507484746e-17
Serbp1	1.26812163511594e-21	-0.539302133435452	0.109	0.602	1.70067792485399e-17
Serpine2	1.48209057380984e-21	-2.14719637457372	0.027	0.439	1.98763166853638e-17
Ssr2	1.64155743361071e-21	-0.798030471831871	0.088	0.546	2.20149267421532e-17
Sar1a	1.84573556289256e-21	-0.533202853875557	0.075	0.522	2.47531596339521e-17
Cd63	2.02210906869288e-21	-0.610963891077449	0.259	0.783	2.71185047202403e-17
Dad1	2.14036650738881e-21	-0.540061974875004	0.109	0.589	2.87044552305913e-17
Nedd4	2.14214262527602e-21	-0.975028239124536	0.054	0.487	2.87282747475767e-17
Slc25a4	2.24422769031767e-21	-0.772217767351323	0.027	0.448	3.00973375548503e-17
Ppp2ca	2.43917445060424e-21	-0.544997186800552	0.143	0.646	3.27117685570534e-17
Cox7c	3.4964050784635e-21	-0.9440639261177	0.054	0.474	4.6890288507274e-17
Tmem50a	3.9244272258288e-21	-0.627524968539448	0.061	0.487	5.263049352559e-17
Clta	4.14318955625788e-21	-0.441599826486798	0.156	0.659	5.55643151389744e-17
Ddost	4.60377594914885e-21	-0.926352663279307	0.048	0.467	6.17412392540353e-17
Tubb2a	4.6653531028942e-21	-1.06862267896367	0.048	0.474	6.25670504629141e-17
Grn	4.66663088107572e-21	-0.655895613044846	0.136	0.61	6.25841867461065e-17
Erp29	4.98674790076773e-21	-0.827752110512835	0.061	0.486	6.6877276097196e-17
Tmed3	5.029855321635e-21	-1.10015424921407	0.02	0.423	6.7455389718447e-17
Dbi	5.16837865542271e-21	-1.04785027842384	0.048	0.463	6.93131261478739e-17
Ecm1	5.83120312922047e-21	-1.08427111408339	0.095	0.55	7.82022651659758e-17
Cct7	5.83383330491369e-21	-0.535982112871434	0.041	0.465	7.82375384521976e-17
Col4a1	5.94308361602435e-21	-2.01479567525235	0.027	0.434	7.97026943745026e-17
Erdr1	6.26673823130605e-21	-0.516024760909628	0.136	0.616	8.40432264200454e-17
Mprip	6.62719310450803e-21	-0.824144053941195	0.054	0.482	8.88772867245572e-17
Cox7b	6.85341109800919e-21	-0.865370149374544	0.054	0.479	9.19110962354013e-17
Rnh1	8.36128152689182e-21	-0.443149285988985	0.122	0.586	1.12133146557146e-16
Sptan1	9.16996644630061e-21	-0.72457214649835	0.102	0.557	1.22978420011337e-16
Ndufa6	1.0892450454693e-20	-0.88114585828565	0.048	0.46	1.46078653047887e-16
Serpinb6a	1.21687691962272e-20	-0.92082909155702	0.054	0.478	1.63195363690603e-16
Gorasp2	1.32358532463622e-20	-0.816411214940658	0.048	0.461	1.77506027886963e-16
Surf4	1.47205391942076e-20	-0.564812774188451	0.143	0.627	1.97417151133518e-16
Map7d1	1.62530521291141e-20	-0.553312111368105	0.136	0.616	2.1796968210355e-16
Ctnna1	1.78443540650174e-20	-0.581159833707562	0.102	0.573	2.39310632365948e-16
Gm6402	2.11539222487246e-20	-0.80729791583384	0.048	0.462	2.83695251277645e-16
Timm13	2.83026956708229e-20	-0.695048473047261	0.061	0.486	3.79567451641407e-16
Hnrnph1	3.48085007918473e-20	-0.377452045256375	0.136	0.601	4.66816804119464e-16
Cald1	3.53103233881159e-20	-0.990760964259486	0.041	0.456	4.73546746958022e-16
Tm4sf1	3.83930134375926e-20	-1.66585560501817	0.068	0.485	5.14888703211554e-16
Copa	4.83679442193162e-20	-0.588703159717956	0.088	0.519	6.4866249992525e-16
Aplp2	6.80578783666189e-20	-0.783668170826445	0.088	0.534	9.12724206774726e-16
Canx	7.00853862960791e-20	-0.421179545875898	0.163	0.671	9.39915115616717e-16
Rpl38	7.17497870792537e-20	-0.268570463170814	0.136	0.611	9.62236394519872e-16
Trf	7.27652641297671e-20	-2.36234458043369	0.075	0.48	9.75854957244306e-16
Lrrc59	7.51135821540673e-20	-0.589173946425012	0.068	0.501	1.0073482502682e-15
Anxa6	7.75031387242691e-20	-0.857872959722444	0.068	0.486	1.03939459343117e-15
X1810011O10Rik	9.43139466269423e-20	-1.21303414514328	0.041	0.44	1.26484433821392e-15
Clic4	1.02638995927566e-19	-0.889224134589924	0.068	0.483	1.37649157438458e-15
