p_val	avg_logFC	pct.1	pct.2	p_val_adj
Emp1	6.76492113923688e-65	-1.91697216537744	0.17	0.793	9.07243573983058e-61
Rora	6.84977753559983e-65	2.21152748261673	0.573	0.179	9.18623665299294e-61
Il7r	9.21086552117496e-64	1.66247263660971	0.417	0.079	1.23526917504477e-59
Cd37	1.94317242586353e-62	0.991410753093158	0.261	0.027	2.60598854032558e-58
Lmna	2.8030342327599e-62	-1.55320490430918	0.261	0.854	3.7591492095543e-58
Ctsd	2.84831106356765e-62	-1.75526025926602	0.229	0.829	3.81986996735057e-58
Cxcr4	3.34331432840469e-62	1.61016797009975	0.482	0.112	4.48371884582354e-58
App	8.12858093024355e-59	-1.57122188563931	0.083	0.703	1.09012398855496e-54
Dgat1	4.04746763049715e-57	1.93552523143607	0.546	0.171	5.42805883925973e-53
Mbnl1	3.45471128901606e-56	1.64215110331993	0.688	0.328	4.63311330969943e-52
Lamp1	3.38443513852253e-55	-1.46352587073644	0.115	0.725	4.53886596427257e-51
Tmem123	6.96084530952549e-55	1.67099647927436	0.706	0.354	9.33518964460463e-51
Tnfrsf12a	1.01888129859147e-53	-1.67760314051803	0.106	0.698	1.36642170954103e-49
Cd9	2.22941852175159e-53	-1.53783449813245	0.124	0.725	2.98987317952105e-49
Cebpb	1.84751088203966e-52	-1.4104271786272	0.239	0.814	2.47769684390339e-48
Il21r	1.85603291087072e-52	1.39015094740639	0.344	0.063	2.48912573676873e-48
Tnfaip3	2.60882285064136e-51	1.32404936816354	0.794	0.445	3.49869232499512e-47
Stk17b	2.81910523772067e-51	1.64636502119573	0.583	0.218	3.7807020343072e-47
Ramp3	7.35748996863735e-51	1.80094381851597	0.367	0.073	9.86712979693956e-47
Cxcl1	2.17285286102642e-50	-2.5758143588549	0.151	0.696	2.91401297192253e-46
Rps24	4.91530893610759e-50	1.00227977721835	0.922	0.858	6.59192081421389e-46
Itgal	1.08133105449852e-49	1.19547271089255	0.335	0.062	1.45017307718796e-45
Mfge8	1.9748744555371e-49	-2.01036043602604	0.101	0.66	2.64850413232081e-45
Ctsl	8.01105844692146e-49	-1.44472424818595	0.106	0.686	1.07436304831664e-44
Batf	4.6090090512191e-48	1.37824239848157	0.271	0.041	6.18114203858994e-44
Lpxn	5.47794898111661e-48	1.2072442199982	0.28	0.044	7.34647737857549e-44
Mt1	5.0716909396722e-47	-1.41748413735182	0.216	0.762	6.80164471919439e-43
Fam107b	1.04499289046926e-46	1.57080192944774	0.683	0.348	1.40143996540832e-42
Plaur	1.05996108597219e-46	-1.54677239355944	0.06	0.617	1.4215138123973e-42
Hmha1	2.73919930158792e-46	1.29261464215667	0.372	0.084	3.67354018335956e-42
Fosb	7.20821238212989e-46	-1.70100149510111	0.096	0.655	9.6669336256744e-42
Ets1	8.26808283250473e-46	1.68910946759168	0.592	0.266	1.10883258866721e-41
Ifitm3	6.6125313607091e-45	-1.57360231585607	0.096	0.639	8.86806580784697e-41
Basp1	2.66520201813275e-44	-1.45577295746681	0.055	0.599	3.57430242651783e-40
Anxa2	4.36571901083625e-43	-1.21882850319115	0.266	0.773	5.85486576543249e-39
Sgk1	7.49870996220974e-43	-1.50679418506112	0.193	0.701	1.00565199303195e-38
Lrp1	5.27448215494108e-42	-1.69928538905733	0.037	0.547	7.07360801799148e-38
Cd53	2.42449534591999e-41	1.02697875151896	0.642	0.278	3.25149070841329e-37
Cstb	2.71186218734534e-41	-1.07049691605879	0.229	0.769	3.63687837944883e-37
D16Ertd472e	2.14074828132723e-40	1.71068948171234	0.399	0.118	2.87095752008795e-36
Phlda1	2.49339500118528e-40	-1.417958211252	0.151	0.667	3.34389203608958e-36
Mt2	3.54456810330039e-40	-1.94382710880391	0.078	0.58	4.75362028333616e-36
Fam129b	9.10876362814031e-40	-1.04927165023585	0.128	0.662	1.2215762901699e-35
Bmp1	2.23242178799253e-39	-1.60492572740975	0.037	0.53	2.99390085987679e-35
Rbp1	2.39013328835103e-39	-1.66040153301202	0.064	0.561	3.20540775300756e-35
Eef1a1	4.86777493405572e-39	0.590984396129201	0.968	0.928	6.52817296406213e-35
AW112010	6.00957208546811e-39	1.34168458290119	0.349	0.084	8.05943712382128e-35
Serpinh1	2.92887631387481e-38	-1.94158057189686	0.069	0.551	3.92791602453751e-34
Fbln2	4.04212139983799e-38	-2.02028830835475	0.041	0.518	5.42088900932272e-34
Vasn	5.23468497229992e-38	-1.48237382969402	0.023	0.508	7.02023601635142e-34
Cnn3	6.56739448145361e-38	-1.31741070288186	0.018	0.496	8.80753273907744e-34
Itgb5	6.71886880209468e-38	-1.46415673323178	0.018	0.496	9.01067495048918e-34
Gpr183	7.07602412364386e-38	1.18951859886263	0.321	0.073	9.48965595221878e-34
Rps15a	1.74697970608427e-37	0.941604988211449	0.817	0.744	2.34287448382962e-33
Timp1	4.99442144378333e-37	-2.09224286951144	0.028	0.495	6.69801859825783e-33
P4hb	6.68703068418582e-37	-0.943096118289874	0.317	0.804	8.9679768505616e-33
Actn1	1.03189563794318e-36	-1.28508745416794	0.064	0.543	1.3838752400456e-32
Sparc	1.40144356328686e-36	-2.71879201599994	0.147	0.592	1.87947596272401e-32
Hbegf	2.05695398049654e-36	-1.51163806545058	0.05	0.526	2.75858098324391e-32
Fgfr1	2.21780684577644e-36	-1.51874708199366	0.092	0.564	2.97430076087078e-32
Marcks	4.06334074196432e-36	-1.09124876305799	0.115	0.625	5.44934626904835e-32
Vegfa	1.06543717403462e-35	-1.29764728249082	0.087	0.572	1.42885779409783e-31
Anxa5	1.1358891557438e-35	-0.815321640447163	0.294	0.786	1.52334094676801e-31
Ecm1	1.35121169783945e-35	-1.40999103365489	0.083	0.562	1.81211000797248e-31
Tpm1	1.56910670414389e-35	-1.28182188794282	0.115	0.59	2.10432900092737e-31
Rpl13a	1.99937020949829e-35	0.742936586812959	0.95	0.905	2.68135538795816e-31
Fn1	2.39793100842456e-35	-2.34188641493906	0.138	0.576	3.21586527539818e-31
Cxcl2	2.72873769958124e-35	-3.12251480516633	0.183	0.63	3.6595101289084e-31
Marcksl1	3.54440685759361e-35	-1.16703914714931	0.092	0.591	4.75340403671879e-31
Thbs1	1.50482235446842e-34	-2.08051111619777	0.041	0.493	2.0181172595776e-30
Lime1	3.14583731075413e-34	1.17684392312773	0.312	0.079	4.21888241745236e-30
Sla	6.75909699089677e-34	1.18613714948913	0.28	0.062	9.06462497449165e-30
Runx3	8.39788864847232e-34	1.2163766299779	0.344	0.093	1.12624084664662e-29
Ftl1	1.25428791863734e-33	-0.956895303954891	0.734	0.934	1.68212552768454e-29
Rab8b	1.48715339545027e-33	1.25307655899221	0.55	0.265	1.99442141863836e-29
Piezo1	1.75161731541275e-33	-0.941560206734621	0.101	0.569	2.34909398170004e-29
Rpl4	2.37133352064218e-33	0.771690670617807	0.904	0.845	3.18019538453323e-29
Maged1	2.49578958501734e-33	-1.12419469454987	0.083	0.526	3.34710341246676e-29
S100a6	2.53615672056801e-33	-1.4080884547959	0.436	0.782	3.40123977795376e-29
Rhoc	4.65498540864932e-33	-1.02226356199287	0.064	0.522	6.2428009315396e-29
Nedd4	6.64384069716989e-33	-1.10471571953979	0.046	0.498	8.91005475897454e-29
Ctsb	7.3007960076019e-33	-1.07737502679851	0.463	0.85	9.79109752579491e-29
Col4a1	1.96372470538489e-32	-2.22389712695546	0.018	0.445	2.63355120239167e-28
Serpine2	2.30268736092369e-32	-2.02011252945169	0.018	0.45	3.08813401973475e-28
Rpl17	2.70687678493157e-32	0.847514418167731	0.853	0.814	3.63019245627173e-28
Lgals3	2.82759090685636e-32	-1.13906597172696	0.303	0.75	3.79208216518506e-28
Cald1	4.45179415582587e-32	-1.29526156226247	0.037	0.466	5.97030114237807e-28
Igfbp7	4.97001486831794e-32	-2.15346168194038	0.142	0.557	6.66528693990119e-28
Sdc1	6.35601899915019e-32	-1.16425530803836	0.083	0.538	8.52405707976032e-28
Id2	1.10938418381841e-31	1.27072654756841	0.697	0.429	1.48779512891887e-27
Bag3	1.74266039741148e-31	-0.97868940112836	0.069	0.503	2.33708185896853e-27
Cnbp	2.67927039357804e-31	1.02302343124474	0.766	0.654	3.59316952482751e-27
Gsn	4.86193229157289e-31	-1.4573937885559	0.11	0.559	6.5203373962284e-27
Fmnl1	4.97957066912944e-31	0.966848306386534	0.312	0.082	6.67810222436949e-27
Grn	7.01335271815908e-31	-0.502040737365822	0.147	0.62	9.40560733032314e-27
Ctsz	7.01748869875707e-31	-1.2354740033154	0.138	0.584	9.4111540939031e-27
Pde4d	7.80790061444847e-31	1.30000155215656	0.294	0.078	1.04711755140368e-26
Aebp1	9.67301601020118e-31	-1.80957608905318	0.032	0.446	1.29724817712808e-26
Psap	1.38274619118172e-30	-0.983342098318143	0.229	0.698	1.8544009169938e-26
Lamp2	1.60908806626386e-30	-0.86458210421388	0.147	0.617	2.15794800566646e-26
Hspa1b	1.68395057176442e-30	-0.697623059979347	0.073	0.511	2.25834611179326e-26
Errfi1	2.00629233388563e-30	-1.0500939265878	0.11	0.549	2.69063864897402e-26
Tubb2a	2.63389261555277e-30	-1.10091934959064	0.055	0.484	3.53231338671783e-26
Rps14	4.3014360683855e-30	0.60430487067509	0.945	0.902	5.76865591131179e-26
Maff	4.98012854527047e-30	-1.09308329375323	0.078	0.502	6.67885039206222e-26
Ptms	6.06107255417121e-30	-0.801046187910167	0.151	0.619	8.128504402399e-26
Ctla2a	6.09310347755578e-30	1.5561928613662	0.482	0.211	8.17146107375006e-26
Ptpn18	7.86491752587902e-30	1.14925902743487	0.349	0.108	1.05476408939564e-25
Atp6v0b	8.14181059136261e-30	-0.738223581933884	0.156	0.622	1.09189821840764e-25
Wbp5	8.85342201262919e-30	-0.923538075004469	0.106	0.547	1.1873324261137e-25
Nupr1	1.10161797881019e-29	-1.47289959356546	0.037	0.445	1.47737987138235e-25
Crip2	1.12394677371301e-29	-1.20677214354221	0.055	0.472	1.50732501822651e-25
X1810011O10Rik	1.23068730763817e-29	-1.27702853820543	0.041	0.45	1.65047474827355e-25
Rrbp1	1.29823517069415e-29	-0.816814714170665	0.161	0.608	1.74106318741792e-25
Tnc	1.89629175918164e-29	-2.27256267834237	0.06	0.462	2.5431168782385e-25
Spp1	1.95997913435573e-29	-2.24014709733369	0.367	0.702	2.62852801708447e-25
Rnh1	3.24455710729912e-29	-0.811513651175817	0.147	0.595	4.35127553659885e-25
S100a16	3.46211664328245e-29	-1.07467134716639	0.032	0.444	4.64304463030609e-25
Ptgs2	4.41825525873372e-29	-1.69636926310748	0.032	0.435	5.92532212748779e-25
Isy1	4.65431490918325e-29	1.62717110279884	0.459	0.203	6.24190172470566e-25
Rps3	7.97843895173469e-29	0.549694401518172	0.945	0.92	1.06998844781714e-24
Slc20a1	1.82153574903728e-28	-1.18975743339199	0.156	0.583	2.4428615930339e-24
Shisa5	2.59020631500495e-28	1.32221240964785	0.674	0.532	3.47372568905314e-24
Hspb1	3.13937043790094e-28	-1.71235505047693	0.032	0.431	4.21020969426895e-24
Tuba1a	3.22819055314781e-28	-1.05112838319804	0.106	0.516	4.32932635082653e-24
Tubb6	3.8851399271873e-28	-0.7712683369027	0.128	0.559	5.21036115635089e-24
Col16a1	4.47099834390387e-28	-1.05544258730658	0.023	0.41	5.99605587900948e-24
Fau	5.16274961677711e-28	0.691677420413533	0.894	0.873	6.92376351105978e-24
Txnrd1	5.46700738242423e-28	-0.905656627631587	0.156	0.596	7.33180360056913e-24
Klf4	7.07511762520056e-28	-1.15988683470731	0.092	0.5	9.48844024715647e-24
Birc2	7.42244470268418e-28	1.05403649557944	0.257	0.064	9.95424059076976e-24
Map7d1	7.76346042085901e-28	-0.807654725748027	0.188	0.624	1.0411576770414e-23
Cyr61	8.23773483669166e-28	-1.81965200111128	0.041	0.429	1.10476261894872e-23
Ak1	9.45457594645722e-28	-1.06174296500398	0.055	0.446	1.26795318017938e-23
Fosl1	1.38306093021618e-27	-1.10097379732581	0.037	0.433	1.85482301351292e-23
Pdlim7	1.79791975588947e-27	-0.86142373000579	0.083	0.498	2.41119018462337e-23
Atp2b4	2.63595480539103e-27	1.18614452846204	0.271	0.072	3.53507898950992e-23
Cxcl16	2.88904620917661e-27	-1.10550276060656	0.073	0.474	3.87449987112675e-23
Rpl18a	3.33454661255857e-27	0.623080918460854	0.927	0.872	4.4719604621023e-23
Pxdc1	3.87628065898103e-27	-0.673745079070387	0.087	0.507	5.19847999175946e-23
Ctnna1	4.52933389513614e-27	-0.885968998559443	0.17	0.58	6.07428968676707e-23
Tnfrsf1a	5.27338577230627e-27	-0.867116750458054	0.032	0.42	7.07213765923993e-23
Wwtr1	5.5410771234028e-27	-0.896312075850858	0.032	0.417	7.4311385301955e-23
Igfbp4	6.44236784882447e-27	-1.73122051776531	0.037	0.42	8.63985952205849e-23
Ubc	7.61790260539235e-27	-0.782959224762267	0.541	0.886	1.02163691840917e-22
Lamb1	1.34630969383306e-26	-1.01912315023007	0.014	0.389	1.80553593039951e-22
Plod3	1.49739141119419e-26	-0.830686397684926	0.05	0.434	2.00815162155253e-22
Ywhag	1.89018288588847e-26	-0.758607177326685	0.138	0.561	2.53492426826502e-22
Litaf	2.35327616980381e-26	-0.69906155674514	0.243	0.694	3.15597867132389e-22
Timp2	3.20671929577047e-26	-1.08714115190458	0.115	0.518	4.30053124755777e-22
Calu	5.05673935218585e-26	-0.882113220649296	0.142	0.536	6.78159314521645e-22
Hspg2	8.64996579712218e-26	-1.43516191652702	0.028	0.386	1.16004691305206e-21
Qsox1	1.32516527196863e-25	-0.866193685532979	0.064	0.455	1.77717914623713e-21
Ltbp3	1.45065515138909e-25	-0.939285355117237	0.023	0.388	1.94547362352791e-21
Mgst1	1.79201963878674e-25	-1.08811234444672	0.018	0.38	2.4032775375769e-21
Rps13	1.99760818381386e-25	0.795530466883986	0.807	0.781	2.67899233531276e-21
Aebp2	2.31269585359179e-25	1.41669077325318	0.56	0.351	3.10155640925195e-21
Gja1	2.3807628724891e-25	-1.16530173993529	0.037	0.404	3.19284108829514e-21
Cdkn1a	2.46504860859791e-25	-0.78141342199008	0.252	0.675	3.30587668899065e-21
Plat	2.9882502178319e-25	-1.24269241440129	0.023	0.379	4.00754236713436e-21
Fat1	3.02741239227406e-25	-0.896471095791925	0.014	0.368	4.06006275927875e-21
Rtn4	3.74457420063007e-25	-0.718892806691675	0.303	0.717	5.02184846046499e-21
Col4a2	3.97223022057021e-25	-1.6536354836986	0.028	0.384	5.32715794880671e-21
Myo1g	3.99760961155624e-25	1.20852394204199	0.289	0.085	5.36119425005807e-21
Anxa3	4.19887604816652e-25	-0.975522254127578	0.055	0.431	5.63111266819613e-21
Mmp19	4.46155638709776e-25	-1.73629106973315	0.028	0.385	5.9833932707368e-21
Stat3	4.84296248453891e-25	1.26109268910813	0.72	0.636	6.49489698801513e-21
Cst3	5.74523904322347e-25	-1.32550511572579	0.376	0.771	7.70494008086699e-21
Tm4sf1	5.83522552966204e-25	-1.75461482992482	0.115	0.491	7.82562095782976e-21
Stat5b	6.11137582852798e-25	1.17704726697746	0.266	0.076	8.19596612363888e-21
Fermt2	6.31681007190645e-25	-0.974144238169075	0.018	0.37	8.47147398743373e-21
Fndc3b	6.75445168745513e-25	-0.808644331952446	0.064	0.437	9.05839515804608e-21
Laptm4a	6.91465647070554e-25	-0.693346603399913	0.312	0.717	9.2732457928632e-21
Cd81	8.43146015318575e-25	-0.574357339798759	0.28	0.723	1.13074312114374e-20
Itgb1	8.77950657214108e-25	-0.711688586452989	0.33	0.723	1.17741962638984e-20
Atf4	1.34741127477001e-24	-0.67980961306009	0.33	0.753	1.80701326059406e-20
Plk2	1.50096712538239e-24	-1.0416695354867	0.032	0.393	2.01294701185032e-20
Postn	1.59001530247297e-24	-2.81983898146266	0.046	0.394	2.13236952214651e-20
Lgmn	1.83824481115938e-24	-1.31221547252035	0.055	0.422	2.46527011624585e-20
Ppic	2.32174343871264e-24	-1.43738878662603	0.028	0.377	3.11369012565752e-20
Tmem176b	2.38169413442063e-24	-0.570359900853234	0.133	0.569	3.19409000367151e-20
Palld	2.55795221829673e-24	-0.861569451611947	0.05	0.416	3.43046971995774e-20
Mdm2	3.12250221032807e-24	-1.06834680265203	0.174	0.562	4.18758771427098e-20
Crispld2	3.55959733760724e-24	-1.51396132496196	0.032	0.379	4.77377598946507e-20
Sdf4	3.72568966707017e-24	1.27172222657258	0.596	0.432	4.99652241250781e-20
Srxn1	4.19473668913139e-24	-1.02739746967364	0.073	0.434	5.6255613737941e-20
Serpine1	4.22035387129039e-24	-1.52479788269979	0.037	0.392	5.65991657678754e-20
Mbnl2	4.3857941307271e-24	-0.673169505352817	0.174	0.585	5.88178850871811e-20
Pdpn	6.12335394294658e-24	-1.24828128482451	0.028	0.376	8.21202997288566e-20
Tspan3	6.61614710241057e-24	-0.660043794020428	0.078	0.456	8.87291487904281e-20
Igsf8	7.40141917145755e-24	-0.814646635967755	0.073	0.437	9.92604325084173e-20
Ckap4	7.43332216791097e-24	-1.03021932157488	0.05	0.399	9.96882835938541e-20
Ndel1	1.57516223987441e-23	-0.526784097723068	0.151	0.557	2.11245007989557e-19
Adamts1	1.71635335863085e-23	-1.3933117291919	0.023	0.366	2.30180148925983e-19
Plet1	2.13795929772112e-23	-1.82491266981038	0.073	0.424	2.86721721417379e-19
Col5a2	2.34199321927728e-23	-2.55818302407904	0.018	0.351	3.14084710637276e-19
Rps21	2.62352347317689e-23	0.647930441318391	0.917	0.881	3.51840732987753e-19
Traf1	2.63572031275108e-23	1.10378261127679	0.294	0.092	3.53476451143047e-19
Hdlbp	2.94770121410516e-23	-0.634026668129806	0.261	0.668	3.95316209823643e-19
Cd14	4.17075931082278e-23	-2.57284047268913	0.06	0.4	5.59340531174443e-19
Tnfrsf1b	4.91317481244791e-23	0.970982098823632	0.509	0.262	6.58905874097389e-19
Ets2	4.94782946474394e-23	-0.703967103473356	0.138	0.528	6.63553409516809e-19
Myadm	4.99541977876186e-23	-0.811076507359583	0.078	0.447	6.69935746529753e-19
Npdc1	5.27386884245936e-23	-0.820226127334729	0.009	0.338	7.07278550462225e-19
Nisch	6.00693141722656e-23	-0.698883186810591	0.11	0.481	8.05589572364253e-19
Rpl5	6.06188804254073e-23	0.858207848564421	0.729	0.659	8.12959805385137e-19
Pros1	6.35540312404544e-23	-0.858743112606061	0.018	0.352	8.52323112965733e-19
Htra1	6.76145315494961e-23	-1.25566653539626	0.014	0.346	9.06778482610292e-19
Sfn	6.79293778894007e-23	-2.18142269649307	0.06	0.39	9.11000886874753e-19
Nfe2l2	7.81567768274532e-23	-0.722420643064275	0.124	0.506	1.04816053403297e-18
Fos	7.9247694916741e-23	-1.23865623188504	0.188	0.569	1.06279083652841e-18
Ifitm2	1.44409413495622e-22	-0.814343857160051	0.069	0.423	1.93667464438979e-18
Hspb8	1.47437404696076e-22	-1.01878446235278	0.028	0.362	1.97728303437907e-18
Krt18	1.48092950571058e-22	-1.92200741183261	0.124	0.458	1.98607456010846e-18
Myof	1.50918006236613e-22	-0.816565364962173	0.041	0.375	2.02396138163921e-18
Cttn	1.83559392482858e-22	-0.752503371672359	0.046	0.387	2.46171501258761e-18
Stx3	1.88259658445855e-22	-0.791813574905514	0.023	0.352	2.52475027941736e-18
Ostf1	1.88349418399909e-22	1.16240779037656	0.601	0.433	2.52595405016118e-18
Mprip	2.07222066150042e-22	-0.646845519052699	0.115	0.488	2.77905512913821e-18
Ddx5	2.45588091499163e-22	0.604567614429498	0.876	0.858	3.29358189509528e-18
Klf6	2.67082645087586e-22	-0.695085168304953	0.28	0.689	3.58184535326962e-18
Myl12b	2.72178272317449e-22	1.09812698235846	0.633	0.481	3.65018281004931e-18
Plin2	3.42050915770337e-22	-0.977010599854767	0.119	0.477	4.58724483139599e-18
Celf2	3.55042497695905e-22	1.27332878995647	0.436	0.218	4.76147493659978e-18
Hspa1a	3.78407260048042e-22	-0.925872662931584	0.06	0.404	5.07481976450428e-18
Emb	4.0273435802539e-22	1.29354463136838	0.592	0.405	5.40107047547851e-18
Tcn2	4.86841758196553e-22	-0.66919795558922	0.073	0.437	6.52903481917397e-18
Mmp2	5.33835080021986e-22	-2.07404797191632	0.018	0.336	7.15926225817485e-18
Ralgds	5.38759613283626e-22	-0.844185838202297	0.087	0.431	7.22530517374671e-18
Zfp703	5.43524548727473e-22	-0.764624641789124	0.096	0.454	7.28920772298414e-18
Tuba1c	6.13485277342932e-22	-0.802678929123124	0.046	0.372	8.22745105444606e-18
Hmox1	6.4575571043015e-22	-1.08033999374514	0.032	0.36	8.66022983257874e-18
Atf3	6.98508159117847e-22	-0.928103653311306	0.087	0.449	9.36769292192944e-18
Jup	7.5200817571667e-22	-1.00031847243809	0.041	0.371	1.00851816445363e-17
Serpinf1	7.59827758089265e-22	-1.64005148548256	0.014	0.33	1.01900500637351e-17
Axl	8.44591094913059e-22	-0.753699652961378	0.106	0.462	1.1326811173879e-17
Oaf	1.01044505294171e-21	-1.0980914700638	0.032	0.351	1.35510786050012e-17
Slc6a8	1.26613697573848e-21	-0.85957527786583	0.05	0.384	1.69801629816287e-17
Nfatc3	1.46938009089014e-21	1.1211543851392	0.289	0.099	1.97058563989277e-17
Egr1	1.58195012531174e-21	-1.2293335550774	0.073	0.422	2.12155331305557e-17
Tgm2	1.89327427000578e-21	-1.04672008774735	0.041	0.364	2.53907012350475e-17
Sh3pxd2b	1.93876575832956e-21	-0.738960078932525	0.046	0.377	2.60007875849577e-17
Hmgn1	1.96301671354515e-21	-0.605788647815266	0.138	0.516	2.6326017145354e-17
Tsc22d1	2.10654879273156e-21	-0.831327323079252	0.092	0.449	2.8250925859323e-17
Col6a3	2.15446623447711e-21	-2.01109183211619	0.05	0.373	2.88935466705725e-17
Tpm2	2.30562493578937e-21	-1.23364643980047	0.009	0.321	3.09207360138713e-17
Smtn	2.35562348965952e-21	-0.836095898596876	0.018	0.329	3.15912666198238e-17
Mknk2	2.36130022818385e-21	1.1842641701351	0.619	0.472	3.16673973601737e-17
Trib1	3.37959885869469e-21	-0.770628544239702	0.115	0.481	4.53238002939545e-17
Ptov1	3.42055678338873e-21	-0.669385265925805	0.073	0.414	4.58730870220263e-17
Mmp14	3.80326061455535e-21	-0.917271347314707	0.041	0.358	5.10055281018018e-17
Zc3hav1	3.94670396978006e-21	1.33486710937523	0.376	0.168	5.29292469387204e-17
Col6a1	4.03235624123167e-21	-2.25268418994925	0.028	0.335	5.4077929551158e-17
Hcls1	4.04309352468e-21	0.913747456564986	0.344	0.127	5.42219272594835e-17
Agrn	4.04968581852832e-21	-0.772847596875565	0.032	0.354	5.43103365122833e-17
Tmbim1	4.11665140293186e-21	-0.474166353221213	0.101	0.471	5.52084119647191e-17
Pla2g7	4.12288575821975e-21	-1.04668669563652	0.06	0.386	5.52920209034851e-17
Nenf	5.59411828574461e-21	-0.720554396825336	0.041	0.36	7.5022720330121e-17
Csrnp1	6.99416931460611e-21	-0.571842843892525	0.156	0.537	9.37988046781825e-17
Serpina3h	8.10069730559638e-21	-1.34887757452973	0.028	0.34	1.08638451565353e-16
Txndc5	8.66440825170256e-21	-0.682843774279562	0.073	0.412	1.16198379063583e-16
